Year,Value,UNIT_MEASURE
2010,55.0,тыс.гектар
2011,67.9,тыс.гектар
2012,81.0,тыс.гектар
2013,92.8,тыс.гектар
2014,109.8,тыс.гектар
2015,136.5,тыс.гектар
2016,170.3,тыс.гектар
2017,183.4,тыс.гектар
2018,215.5,тыс.гектар
2019,210.5,тыс.гектар
