Year,Value,SERIES,UNIT_MEASURE
2010,4.05,умеренная и сильная степень отклонения от нормы,процент
2010,1.6,сильная степень отклонения от нормы,процент
2010,13.3,Избыточный вес: Умеренная и сильная степень отклонения от нормы,процент
2015,3.1,умеренная и сильная степень отклонения от нормы,процент
2015,1.1,сильная степень отклонения от нормы,процент
2015,9.3,Избыточный вес: Умеренная и сильная степень отклонения от нормы,процент
