Year,Value,UNIT_MEASURE
2010,5.8,процент
2011,5.4,процент
2012,5.3,процент
2013,5.2,процент
2014,5.0,процент
2015,5.1,процент
2016,5.0,процент
2017,4.9,процент
2018,4.9,процент
2019,4.8,процент
