Year,Value,UNIT_MEASURE
2010,30.9,процент
2011,33.8,процент
2012,37.6,процент
2013,37.6,процент
2014,41.6,процент
2015,43.4,процент
2016,42.9,процент
2017,44.5,процент
2018,44.8,процент
