Year,Value,UNIT_MEASURE
2010,22.26,на 100 000 населения
2011,20.8,на 100 000 населения
2012,19.68,на 100 000 населения
2013,20.67,на 100 000 населения
2014,18.1,на 100 000 населения
2015,16.52,на 100 000 населения
2016,14.47,на 100 000 населения
2017,14.77,на 100 000 населения
2018,13.65,на 100 000 населения
2019,12.82,на 100 000 населения
