Year,Value,SERIES,UNIT_MEASURE
2010,12317.8,"Площадь территории, покрытой лесом",тыс.гектар
2010,380.7,Запасы наземной биомассы в лесах,млн.м3
2010,24.0,Изменение чистой площади лесов,процент
2010,12317.8,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2010,12317.8,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2011,12452.0,"Площадь территории, покрытой лесом",тыс.гектар
2011,380.7,Запасы наземной биомассы в лесах,млн.м3
2011,134.20000000000073,Изменение чистой площади лесов,процент
2011,12452.0,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2011,12452.0,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2012,12548.6,"Площадь территории, покрытой лесом",тыс.гектар
2012,412.2,Запасы наземной биомассы в лесах,млн.м3
2012,96.60000000000036,Изменение чистой площади лесов,процент
2012,12548.6,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2012,12548.6,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2013,12593.9,"Площадь территории, покрытой лесом",тыс.гектар
2013,412.2,Запасы наземной биомассы в лесах,млн.м3
2013,45.29999999999927,Изменение чистой площади лесов,процент
2013,12593.9,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2013,12593.9,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2014,12627.0,"Площадь территории, покрытой лесом",тыс.гектар
2014,412.2,Запасы наземной биомассы в лесах,млн.м3
2014,33.100000000000364,Изменение чистой площади лесов,процент
2014,12627.0,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2014,12627.0,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2015,12652.4,"Площадь территории, покрытой лесом",тыс.гектар
2015,412.2,Запасы наземной биомассы в лесах,млн.м3
2015,25.39999999999964,Изменение чистой площади лесов,процент
2015,12652.4,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2015,12652.4,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2016,12706.8,"Площадь территории, покрытой лесом",тыс.гектар
2016,412.2,Запасы наземной биомассы в лесах,млн.м3
2016,54.39999999999964,Изменение чистой площади лесов,процент
2016,12706.8,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2016,12706.8,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2017,12903.5,"Площадь территории, покрытой лесом",тыс.гектар
2017,421.8,Запасы наземной биомассы в лесах,млн.м3
2017,196.70000000000076,Изменение чистой площади лесов,процент
2017,12903.5,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2017,12903.5,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2018,12933.1,"Площадь территории, покрытой лесом",тыс.гектар
2018,428.6,Запасы наземной биомассы в лесах,млн.м3
2018,29.600000000000364,Изменение чистой площади лесов,процент
2018,12933.1,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2018,12933.1,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
2019,13121.8,"Площадь территории, покрытой лесом",тыс.гектар
2019,435.8,Запасы наземной биомассы в лесах,млн.м3
2019,188.6999999999989,Изменение чистой площади лесов,процент
2019,13121.8,"Доля лесной площади, находящейся в охраняемых законом зонах",тыс.гектар
2019,13121.8,"Доля площади лесов, в отношении которых разработан долгосрочный план управления лесным хозяйством",тыс.гектар
