Year,Value,UNIT_MEASURE
2010,21.3,процент
2011,21.3,процент
2012,21.3,процент
2013,21.4,процент
2014,21.4,процент
2015,21.4,процент
2016,21.5,процент
2017,21.1,процент
2018,21.8,процент
2019,21.8,процент
