Year,Value,UNIT_MEASURE
2010,1.1,процент
2011,1.1,процент
2012,1.2,процент
2013,1.5,процент
2014,1.4,процент
2015,1.2,процент
2016,1.2,процент
2017,1.3,процент
2018,1.4,процент
2019,1.4,процент
