Year,Value,UNIT_MEASURE
2010,109.1,в процентах к предыдущему году
2011,112.1,в процентах к предыдущему году
2012,102.8,в процентах к предыдущему году
2013,102.1,в процентах к предыдущему году
2014,103.8,в процентах к предыдущему году
2015,97.3,в процентах к предыдущему году
2016,99.0,в процентах к предыдущему году
2017,103.6,в процентах к предыдущему году
2018,104.7,в процентах к предыдущему году
2019,105.3,в процентах к предыдущему году
