Year,Value,UNIT_MEASURE
2010,13.16889724587988,процент
2011,21.991983967935877,процент
2012,27.2749298648304,процент
2013,17.15395157606213,процент
2014,21.348751156336725,процент
2015,18.7378892733564,процент
2016,13.521250000000002,процент
2017,18.38984438984439,процент
2018,21.266485998193318,процент
