Year,Value,UNIT_MEASURE
2010,19.7,процент
2011,19.6,процент
2012,19.7,процент
2013,19.4,процент
2014,19.4,процент
2015,19.4,процент
2016,193.0,процент
2017,19.1,процент
2018,19.8,процент
2019,20.0,процент
