Year,Value,UNIT_MEASURE
2010,2.3,процент
2011,2.4,процент
2012,2.3,процент
2013,2.0,процент
2014,1.5,процент
2015,2.0,процент
2016,5.6,процент
2017,6.4,процент
2018,6.1,процент
2019,8.8,процент
