Year,Value,UNIT_MEASURE
2011,22.0,процент
2012,27.7,процент
2013,32.7,процент
2014,28.3,процент
2015,24.1,процент
2016,32.4,процент
2017,52.4,процент
2018,34.4,процент
2019,41.0,процент
