Year,Value,UNIT_MEASURE
2011,5.0,процент
2012,11.0,процент
2013,13.0,процент
2014,5.0,процент
2015,14.0,процент
2016,12.0,процент
2017,11.0,процент
2018,12.0,процент
2019,23.0,процент
