Year,Value,UNIT_MEASURE
2010,0.05,процент
2011,0.05,процент
2012,0.05,процент
2013,0.2,процент
2014,0.2,процент
2015,0.2,процент
2016,0.18,процент
2017,0.19,процент
2018,0.19,процент
2019,0.2,процент
