Year,Value,UNIT_MEASURE
2010,17.4,процент
2011,18.1,процент
2012,17.5,процент
2013,18.5,процент
2014,17.8,процент
2015,19.3,процент
2016,19.1,процент
2017,17.1,процент
2018,22.4,процент
2019,23.2,процент
