Year,Value,UNIT_MEASURE
2013,19.6,в процентах к предыдущему году
2014,18.5,в процентах к предыдущему году
2015,14.1,в процентах к предыдущему году
2016,12.9,в процентах к предыдущему году
2017,15.6,в процентах к предыдущему году
2018,15.7,в процентах к предыдущему году
2019,15.2,в процентах к предыдущему году
