Year,Value,UNIT_MEASURE
2010,0.1534083148247186,процент
2011,0.15,процент
2012,0.17,процент
2013,0.17,процент
2014,0.17,процент
2015,0.17,процент
2016,0.14,процент
2017,0.13,процент
2018,0.12,процент
2019,0.12,процент
