Year,Value,UNIT_MEASURE
2010,66.4,процент
2011,67.5,процент
2012,67.0,процент
2013,69.6,процент
2014,69.8,процент
2015,72.6,процент
2016,74.1,процент
2017,72.6,процент
2018,71.5,процент
2019,85.5,процент
