Year,Value,UNIT_MEASURE
2010,37.2,процент
2011,38.5,процент
2012,39.7,процент
2013,38.3,процент
2014,34.8,процент
2015,37.0,процент
2016,37.3,процент
2017,37.0,процент
2018,41.2,процент
2019,43.0,процент
