Year,Value,UNIT_MEASURE
2010,210.0,процент
2011,21.0,процент
2012,23.9,процент
2013,26.5,процент
2014,27.7,процент
2015,25.9,процент
2016,23.9,процент
2017,25.8,процент
2018,267.0,процент
2019,339.0,процент
