Year,Value,UNIT_MEASURE
2010,23.4,процент
2011,25.0,процент
2012,27.8,процент
2013,27.4,процент
2014,32.4,процент
2015,32.5,процент
2016,34.6,процент
2017,36.6,процент
2018,40.0,процент
