Year,Value,UNIT_MEASURE
2010,36.5,процент
2011,51.6,процент
2012,40.2,процент
2013,29.4,процент
2014,36.7,процент
2015,40.1,процент
2016,43.4,процент
2017,41.6,процент
2018,42.9,процент
2019,41.2,процент
