Year,Value,UNIT_MEASURE
2010,3715.6,млн.тенге
2011,4493.3,млн.тенге
2012,6146.6,млн.тенге
2013,7347.6,млн.тенге
2014,7362.5,млн.тенге
2015,6842.6,млн.тенге
2016,8149.6,млн.тенге
2017,8045.2,млн.тенге
2018,8566.2,млн.тенге
