Year,Value,UNIT_MEASURE
2010,92.0,процент
2011,9.6,процент
2012,9.9,процент
2013,9.4,процент
2014,8.3,процент
2015,6.7,процент
2016,5.2,процент
2017,4.6,процент
2018,5.0,процент
2019,4.9,процент
