Year,Value,UNIT_MEASURE
2010,14.9,процент
2011,17.8,процент
2012,21.5,процент
2013,23.0,процент
2014,16.22,процент
2015,9.3,процент
2016,7.41,процент
2017,4.38,процент
2018,3.6,процент
2019,24.66,процент
