Year,Value,UNIT_MEASURE
2010,20.71,на 100 000 населения
2011,19.33,на 100 000 населения
2012,19.11,на 100 000 населения
2013,19.08,на 100 000 населения
2014,16.28,на 100 000 населения
2015,15.16,на 100 000 населения
2016,15.27,на 100 000 населения
2017,13.04,на 100 000 населения
2018,13.2,на 100 000 населения
2019,14.5622103188276,на 100 000 населения
