Year,Value,UNIT_MEASURE
2010,18.41463344556467,процент
2011,18.891244002423637,процент
2012,18.1909864759323,процент
2013,19.323264914593533,процент
2014,18.55172612091414,процент
2015,19.981574480183674,процент
2016,19.833523265845937,процент
2017,17.59057676570408,процент
2018,23.4,процент
