Year,Value,UNIT_MEASURE
2010,27.2,процент
2011,38.4,процент
2012,36.8,процент
2013,34.6,процент
2014,32.0,процент
2015,12.9,процент
2016,14.1,процент
2017,18.5,процент
2018,24.1,процент
2019,22.59925591060644,процент
