Year,UNIT_MEASURE,Регионы,Value
2014,тыс.тенге,Атырауская,4021.6
2014,тыс.тенге,Западно-Казахстанская,768.5
2014,тыс.тенге,Жымбылская,799.6
2014,тыс.тенге,Карагандинская,1569.7
2014,тыс.тенге,Костанайская,886.7
2014,тыс.тенге,Кызылординская,1106.9
2014,тыс.тенге,Мангистауская,2917.5
2014,тыс.тенге,Южно-Казахстанская,932.7
2014,тыс.тенге,Павлодарская,753.0
2014,тыс.тенге,Северо-Казахстанская,1567.0
2014,тыс.тенге,Восточно-Казахстанская,1317.7
2014,тыс.тенге,г_Нур-Султан,648.8
2014,тыс.тенге,г_Алматы,2416.8
2015,тыс.тенге,,1242.3
2015,тыс.тенге,Акмолинская,1216.0
2015,тыс.тенге,Актюбинская,1732.3
2015,тыс.тенге,Алматинская,1088.2
2015,тыс.тенге,Атырауская,5158.1
2015,тыс.тенге,Западно-Казахстанская,831.9
2015,тыс.тенге,Жымбылская,824.5
2015,тыс.тенге,Карагандинская,1949.0
2015,тыс.тенге,Костанайская,979.5
2015,тыс.тенге,Кызылординская,1394.6
2015,тыс.тенге,Мангистауская,3033.3
2015,тыс.тенге,Южно-Казахстанская,2608.5
2015,тыс.тенге,Павлодарская,884.5
2015,тыс.тенге,Северо-Казахстанская,1709.7
2015,тыс.тенге,Восточно-Казахстанская,1733.9
2015,тыс.тенге,г_Нур-Султан,1533.5
2015,тыс.тенге,г_Алматы,2051.0
2016,тыс.тенге,,1401.9
2016,тыс.тенге,Акмолинская,1365.9
2016,тыс.тенге,Актюбинская,1964.8
2016,тыс.тенге,Алматинская,1135.9
2016,тыс.тенге,Атырауская,5338.7
2016,тыс.тенге,Западно-Казахстанская,993.5
2016,тыс.тенге,Жымбылская,925.6
2016,тыс.тенге,Карагандинская,2176.8
2016,тыс.тенге,Костанайская,1080.3
2016,тыс.тенге,Кызылординская,1174.7
2016,тыс.тенге,Мангистауская,3547.7
2016,тыс.тенге,Южно-Казахстанская,1429.5
2016,тыс.тенге,Павлодарская,1153.4
2016,тыс.тенге,Северо-Казахстанская,1939.5
2016,тыс.тенге,Восточно-Казахстанская,2032.7
2016,тыс.тенге,г_Нур-Султан,1002.9
2016,тыс.тенге,г_Алматы,2231.0
2017,тыс.тенге,,1735.9
2017,тыс.тенге,Акмолинская,1657.0
2017,тыс.тенге,Актюбинская,2680.5
2017,тыс.тенге,Алматинская,1449.9
2017,тыс.тенге,Атырауская,6407.0
2017,тыс.тенге,Западно-Казахстанская,1106.0
2017,тыс.тенге,Жымбылская,957.4
2017,тыс.тенге,Карагандинская,3118.7
2017,тыс.тенге,Костанайская,1446.5
2017,тыс.тенге,Кызылординская,1649.7
2017,тыс.тенге,Мангистауская,6516.1
2017,тыс.тенге,Южно-Казахстанская,1551.7
2017,тыс.тенге,Павлодарская,1487.7
2017,тыс.тенге,Северо-Казахстанская,2615.7
2017,тыс.тенге,Восточно-Казахстанская,2550.6
2017,тыс.тенге,г_Нур-Султан,3141.7
2017,тыс.тенге,г_Алматы,2276.6
2018,тыс.тенге,,2076.6
2018,тыс.тенге,Акмолинская,1921.8
2018,тыс.тенге,Актюбинская,4239.8
2018,тыс.тенге,Алматинская,2069.4
2018,тыс.тенге,Атырауская,7037.0
2018,тыс.тенге,Западно-Казахстанская,1105.7
2018,тыс.тенге,Жымбылская,1024.7
2018,тыс.тенге,Карагандинская,3347.5
2018,тыс.тенге,Костанайская,1780.1
2018,тыс.тенге,Кызылординская,2291.8
2018,тыс.тенге,Мангистауская,11807.3
2018,тыс.тенге,Павлодарская,1757.4
2018,тыс.тенге,Северо-Казахстанская,2781.3
2018,тыс.тенге,Туркестанская,1725.6
2018,тыс.тенге,Восточно-Казахстанская,3077.7
2018,тыс.тенге,г_Нур-Султан,2134.8
2018,тыс.тенге,г_Алматы,2245.8
2018,тыс.тенге,г_Шымкент,2034.2
2019,тыс.тенге,,2466.0
2019,тыс.тенге,Акмолинская,2345.4
2019,тыс.тенге,Актюбинская,4751.0
2019,тыс.тенге,Алматинская,2361.0
2019,тыс.тенге,Атырауская,8015.6
2019,тыс.тенге,Западно-Казахстанская,1933.4
2019,тыс.тенге,Жымбылская,1201.1
2019,тыс.тенге,Карагандинская,3342.6
2019,тыс.тенге,Костанайская,1928.9
2019,тыс.тенге,Кызылординская,2803.2
2019,тыс.тенге,Мангистауская,12144.9
2019,тыс.тенге,Павлодарская,2044.4
2019,тыс.тенге,Северо-Казахстанская,3575.4
2019,тыс.тенге,Туркестанская,1981.0
2019,тыс.тенге,Восточно-Казахстанская,3327.2
2019,тыс.тенге,г_Нур-Султан,1167.9
2019,тыс.тенге,г_Алматы,2217.5
2019,тыс.тенге,г_Шымкент,2709.3
