Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2015,процент,Налоги на международную торговлю и внешние операции,2.152578790909513
2015,процент,Акцизы,0.3939627865128344
2015,процент,Государственная пошлина,0.1065921807226459
2016,процент,,128.0
2016,процент,Корпоративный подоходный налог,3.060100751852957
2016,процент,Индивидуальный подоходный налог,1.4727723929161625
2016,процент,Социальный налог,1.129288814262606
2016,процент,Hалоги на имущество,0.448395359704393
2016,процент,Земельный налог,0.0324776699822337
2016,процент,Hалог на транспортные средства,0.0998044587740772
2016,процент,Единый земельный налог,0.0020090439631773
2016,процент,Налог на добавленную стоимость,3.184256630908696
2016,процент,Поступления за использование природных и других ресурсов,0.7663100369556631
2016,процент,Сборы за регистрацию,0.0572745312091571
2016,процент,Налог на игорный бизнес,0.0252842072586044
2016,процент,Налоги на международную торговлю и внешние операции,2.0263644995162777
2016,процент,Акцизы,0.436929807878304
2016,процент,Государственная пошлина,0.0820557997364978
2017,процент,,128.0
2017,процент,Корпоративный подоходный налог,2.89783108702546
2017,процент,Индивидуальный подоходный налог,1.4127941749077353
2017,процент,Социальный налог,1.0858619184762712
2017,процент,Hалоги на имущество,0.4510463800108314
2017,процент,Земельный налог,0.0289133093580238
2017,процент,Hалог на транспортные средства,0.1129554633481184
2017,процент,Единый земельный налог,0.0018901133109558
2017,процент,Налог на добавленную стоимость,3.1349511983308904
2017,процент,Поступления за использование природных и других ресурсов,0.7814243726672542
2017,процент,Сборы за регистрацию,0.0500593893551361
2017,процент,Налог на игорный бизнес,0.025136793132666
2017,процент,Налоги на международную торговлю и внешние операции,2.2540294008270103
2017,процент,Акцизы,0.4820866659776195
2017,процент,Государственная пошлина,0.0879676891252182
2018,процент,,13.4
2018,процент,Корпоративный подоходный налог,2.8974801987727234
2018,процент,Индивидуальный подоходный налог,1.4394788698445034
2018,процент,Социальный налог,1.061941118008234
2018,процент,Hалоги на имущество,0.4816782596705393
2018,процент,Земельный налог,0.0289749300476978
2018,процент,Hалог на транспортные средства,0.1153639146304789
2018,процент,Единый земельный налог,0.0017789335610972
2018,процент,Налог на добавленную стоимость,3.4928091700104797
2018,процент,Поступления за использование природных и других ресурсов,0.8475687919457615
2018,процент,Сборы за регистрацию,0.0508608580206448
2018,процент,Налог на игорный бизнес,0.0495578325605358
2018,процент,Налоги на международную торговлю и внешние операции,2.442730956520576
2018,процент,Акцизы,0.5354400695874856
2018,процент,Государственная пошлина,0.09
2019,процент,,13.4
2019,процент,Корпоративный подоходный налог,2.9
2019,процент,Индивидуальный подоходный налог,1.3
2019,процент,Социальный налог,1.0
2019,процент,Hалоги на имущество,0.4
2019,процент,Земельный налог,0.0
2019,процент,Hалог на транспортные средства,0.1
2019,процент,Единый земельный налог,0.0
2019,процент,Налог на добавленную стоимость,3.9
2019,процент,Поступления за использование природных и других ресурсов,0.8
2019,процент,Сборы за регистрацию,0.0
2019,процент,Налог на игорный бизнес,0.0
2019,процент,Налоги на международную торговлю и внешние операции,2.3
2019,процент,Акцизы,0.5
2019,процент,Государственная пошлина,0.1
