Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,процент,,13.44
2010,процент,Корпоративный подоходный налог,3.837788881260985
2010,процент,Индивидуальный подоходный налог,1.431695291501916
2010,процент,Социальный налог,1.1635292108928703
2010,процент,Hалоги на имущество,0.4946815734923908
2010,процент,Земельный налог,0.0617317638917289
2010,процент,Hалог на транспортные средства,0.1203811906841355
2010,процент,Единый земельный налог,0.0034913188355792
2010,процент,Налог на добавленную стоимость,3.1043455402280857
2010,процент,Поступления за использование природных и других ресурсов,1.0601296880940296
2010,процент,Сборы за регистрацию,0.0446062157344242
2010,процент,Налог на игорный бизнес,0.0243280823333226
2010,процент,Налоги на международную торговлю и внешние операции,1.7134574960272542
2010,процент,Акцизы,0.2815570126346307
2010,процент,Государственная пошлина,0.107763947570438
2011,процент,,14.10023908200086
2011,процент,Корпоративный подоходный налог,3.7190740772005846
2011,процент,Индивидуальный подоходный налог,1.332168582708129
2011,процент,Социальный налог,1.051030432647247
2011,процент,Hалоги на имущество,0.4156731979942805
2011,процент,Земельный налог,0.0459486094798102
2011,процент,Hалог на транспортные средства,0.1061326203456045
2011,процент,Единый земельный налог,0.0028972475192102
2011,процент,Налог на добавленную стоимость,3.0634533178716903
2011,процент,Поступления за использование природных и других ресурсов,1.0552649442112183
2011,процент,Сборы за регистрацию,0.0423225519400032
2011,процент,Налог на игорный бизнес,0.0209142919288607
2011,процент,Налоги на международную торговлю и внешние операции,2.881380644787028
2011,процент,Акцизы,0.2705089343968119
2011,процент,Государственная пошлина,0.0934554387362666
2012,процент,,13.204390372567032
2012,процент,Корпоративный подоходный налог,3.3571193631838407
2012,процент,Индивидуальный подоходный налог,1.413816541289808
2012,процент,Социальный налог,1.0994513438007174
2012,процент,Hалоги на имущество,0.4110407092756294
2012,процент,Земельный налог,0.0420392801344616
2012,процент,Hалог на транспортные средства,0.0998246606522109
2012,процент,Единый земельный налог,0.0026446475827425
2012,процент,Налог на добавленную стоимость,2.9481068453478207
2012,процент,Поступления за использование природных и других ресурсов,0.9799327415092836
2012,процент,Сборы за регистрацию,0.0447535573073095
2012,процент,Налог на игорный бизнес,0.0207789464297467
2012,процент,Налоги на международную торговлю и внешние операции,2.400255789532796
2012,процент,Акцизы,0.3003147504751753
2012,процент,Государственная пошлина,0.0843016712838348
2013,процент,,13.275371720225834
2013,процент,Корпоративный подоходный налог,2.868790457735201
2013,процент,Индивидуальный подоходный налог,1.369456686542603
2013,процент,Социальный налог,1.056909377163383
2013,процент,Hалоги на имущество,0.3956888742823205
2013,процент,Земельный налог,0.0393067575741099
2013,процент,Hалог на транспортные средства,0.1000840833936917
2013,процент,Единый земельный налог,0.0023054493314598
2013,процент,Налог на добавленную стоимость,3.688015307209528
2013,процент,Поступления за использование природных и других ресурсов,0.8679243325481056
2013,процент,Сборы за регистрацию,0.0432302704636298
2013,процент,Налог на игорный бизнес,0.0214859003084503
2013,процент,Налоги на международную торговлю и внешние операции,2.444647501484144
2013,процент,Акцизы,0.2879272622260539
2013,процент,Государственная пошлина,0.0893120242503456
2014,процент,,129.0
2014,процент,Корпоративный подоходный налог,2.948058606384543
2014,процент,Индивидуальный подоходный налог,1.3919815747078368
2014,процент,Социальный налог,1.0787040443061495
2014,процент,Hалоги на имущество,0.436423223259366
2014,процент,Земельный налог,0.0360425352235264
2014,процент,Hалог на транспортные средства,0.0979029114906369
2014,процент,Единый земельный налог,0.0022090838797236
2014,процент,Налог на добавленную стоимость,3.0198984616974736
2014,процент,Поступления за использование природных и других ресурсов,0.7008874983068597
2014,процент,Сборы за регистрацию,0.043315888746396
2014,процент,Налог на игорный бизнес,0.0224026105094065
2014,процент,Налоги на международную торговлю и внешние операции,2.656666899350512
2014,процент,Акцизы,0.3701643199362804
2014,процент,Государственная пошлина,0.0887108583546837
2015,процент,,119.0
2015,процент,Корпоративный подоходный налог,2.9954046287367824
2015,процент,Индивидуальный подоходный налог,1.4646434635791328
2015,процент,Социальный налог,1.136562009871184
2015,процент,Hалоги на имущество,0.5111622194416761
2015,процент,Земельный налог,0.0365302878450138
2015,процент,Hалог на транспортные средства,0.1034088818533505
2015,процент,Единый земельный налог,0.0020369100983223
2015,процент,Налог на добавленную стоимость,2.31003557405262
2015,процент,Поступления за использование природных и других ресурсов,0.6520654853715917
2015,процент,Сборы за регистрацию,0.0549034337468753
2015,процент,Налог на игорный бизнес,0.0258546740186026
