Year,UNIT_MEASURE,SERIES,Регионы,Value
2010,тыс.тенге,природного характера,,1249382.0
2010,тыс.тенге,природного характера,Акмолинская,20000.0
2010,тыс.тенге,природного характера,Актюбинская,5055.0
2010,тыс.тенге,природного характера,Алматинская,900.0
2010,тыс.тенге,природного характера,Атырауская,0.0
2010,тыс.тенге,природного характера,Западно-Казахстанская,0.0
2010,тыс.тенге,природного характера,Жымбылская,60.8
2010,тыс.тенге,природного характера,Карагандинская,11256.0
2010,тыс.тенге,природного характера,Костанайская,20900.0
2010,тыс.тенге,природного характера,Кызылординская,4400.0
2010,тыс.тенге,природного характера,Мангистауская,44918.2
2010,тыс.тенге,природного характера,Павлодарская,75492.0
2010,тыс.тенге,природного характера,Северо-Казахстанская,0.0
2010,тыс.тенге,природного характера,Туркестанская,61300.0
2010,тыс.тенге,природного характера,Восточно-Казахстанская,1005100.0
2010,тыс.тенге,природного характера,г_Нур-Султан,0.0
2010,тыс.тенге,природного характера,г_Алматы,0.0
2010,тыс.тенге,природного характера,г_Шымкент,0.0
2010,тыс.тенге,техногенного характера,,8334944.729999999
2010,тыс.тенге,техногенного характера,Акмолинская,4504.8
2010,тыс.тенге,техногенного характера,Актюбинская,0.0
2010,тыс.тенге,техногенного характера,Алматинская,7900000.0
2010,тыс.тенге,техногенного характера,Атырауская,0.0
2010,тыс.тенге,техногенного характера,Западно-Казахстанская,382700.63
2010,тыс.тенге,техногенного характера,Жымбылская,0.0
2010,тыс.тенге,техногенного характера,Карагандинская,0.0
2010,тыс.тенге,техногенного характера,Костанайская,0.0
2010,тыс.тенге,техногенного характера,Кызылординская,0.0
2010,тыс.тенге,техногенного характера,Мангистауская,17139.3
2010,тыс.тенге,техногенного характера,Павлодарская,0.0
2010,тыс.тенге,техногенного характера,Северо-Казахстанская,0.0
2010,тыс.тенге,техногенного характера,Туркестанская,0.0
2010,тыс.тенге,техногенного характера,Восточно-Казахстанская,30600.0
2010,тыс.тенге,техногенного характера,г_Нур-Султан,0.0
2010,тыс.тенге,техногенного характера,г_Алматы,0.0
2010,тыс.тенге,техногенного характера,г_Шымкент,0.0
2011,тыс.тенге,природного характера,,325575.2
2011,тыс.тенге,природного характера,Акмолинская,578.3
2011,тыс.тенге,природного характера,Актюбинская,0.0
2011,тыс.тенге,природного характера,Алматинская,280.0
2011,тыс.тенге,природного характера,Атырауская,0.0
2011,тыс.тенге,природного характера,Западно-Казахстанская,0.0
2011,тыс.тенге,природного характера,Жымбылская,64.9
2011,тыс.тенге,природного характера,Карагандинская,0.0
2011,тыс.тенге,природного характера,Костанайская,0.0
2011,тыс.тенге,природного характера,Кызылординская,4500.0
2011,тыс.тенге,природного характера,Мангистауская,120853.4
2011,тыс.тенге,природного характера,Павлодарская,91298.6
2011,тыс.тенге,природного характера,Северо-Казахстанская,0.0
2011,тыс.тенге,природного характера,Туркестанская,0.0
2011,тыс.тенге,природного характера,Восточно-Казахстанская,108000.0
2011,тыс.тенге,природного характера,г_Нур-Султан,0.0
2011,тыс.тенге,природного характера,г_Алматы,0.0
2011,тыс.тенге,природного характера,г_Шымкент,0.0
2011,тыс.тенге,техногенного характера,,949121.35
2011,тыс.тенге,техногенного характера,Акмолинская,0.0
2011,тыс.тенге,техногенного характера,Актюбинская,0.0
2011,тыс.тенге,техногенного характера,Алматинская,367400.0
2011,тыс.тенге,техногенного характера,Атырауская,0.0
2011,тыс.тенге,техногенного характера,Западно-Казахстанская,274747.85
2011,тыс.тенге,техногенного характера,Жымбылская,0.0
2011,тыс.тенге,техногенного характера,Карагандинская,255073.5
2011,тыс.тенге,техногенного характера,Костанайская,0.0
2011,тыс.тенге,техногенного характера,Кызылординская,0.0
2011,тыс.тенге,техногенного характера,Мангистауская,0.0
2011,тыс.тенге,техногенного характера,Павлодарская,0.0
2011,тыс.тенге,техногенного характера,Северо-Казахстанская,0.0
2011,тыс.тенге,техногенного характера,Туркестанская,0.0
2011,тыс.тенге,техногенного характера,Восточно-Казахстанская,51900.0
2011,тыс.тенге,техногенного характера,г_Нур-Султан,0.0
2011,тыс.тенге,техногенного характера,г_Алматы,0.0
2011,тыс.тенге,техногенного характера,г_Шымкент,0.0
2012,тыс.тенге,природного характера,,1238491.2
2012,тыс.тенге,природного характера,Акмолинская,7579.2
2012,тыс.тенге,природного характера,Актюбинская,2000.0
2012,тыс.тенге,природного характера,Алматинская,867.0
2012,тыс.тенге,природного характера,Атырауская,0.0
2012,тыс.тенге,природного характера,Западно-Казахстанская,0.0
2012,тыс.тенге,природного характера,Жымбылская,55.5
2012,тыс.тенге,природного характера,Карагандинская,74.0
2012,тыс.тенге,природного характера,Костанайская,20400.0
2012,тыс.тенге,природного характера,Кызылординская,9700.0
2012,тыс.тенге,природного характера,Мангистауская,34652.9
2012,тыс.тенге,природного характера,Павлодарская,76462.6
2012,тыс.тенге,природного характера,Северо-Казахстанская,0.0
2012,тыс.тенге,природного характера,Туркестанская,977400.0
2012,тыс.тенге,природного характера,Восточно-Казахстанская,109300.0
2012,тыс.тенге,природного характера,г_Нур-Султан,0.0
2012,тыс.тенге,природного характера,г_Алматы,0.0
2012,тыс.тенге,природного характера,г_Шымкент,0.0
2012,тыс.тенге,техногенного характера,,1484323.57
2012,тыс.тенге,техногенного характера,Акмолинская,57044.3
2012,тыс.тенге,техногенного характера,Актюбинская,0.0
2012,тыс.тенге,техногенного характера,Алматинская,970900.0
2012,тыс.тенге,техногенного характера,Атырауская,0.0
2012,тыс.тенге,техногенного характера,Западно-Казахстанская,407495.27
2012,тыс.тенге,техногенного характера,Жымбылская,0.0
2012,тыс.тенге,техногенного характера,Карагандинская,14384.0
2012,тыс.тенге,техногенного характера,Костанайская,0.0
2012,тыс.тенге,техногенного характера,Кызылординская,21500.0
2012,тыс.тенге,техногенного характера,Мангистауская,0.0
2012,тыс.тенге,техногенного характера,Павлодарская,0.0
2012,тыс.тенге,техногенного характера,Северо-Казахстанская,0.0
2012,тыс.тенге,техногенного характера,Туркестанская,0.0
2012,тыс.тенге,техногенного характера,Восточно-Казахстанская,13000.0
2012,тыс.тенге,техногенного характера,г_Нур-Султан,0.0
2012,тыс.тенге,техногенного характера,г_Алматы,0.0
2012,тыс.тенге,техногенного характера,г_Шымкент,0.0
2013,тыс.тенге,природного характера,,385119.9
2013,тыс.тенге,природного характера,Акмолинская,56392.5
2013,тыс.тенге,природного характера,Актюбинская,2000.0
2013,тыс.тенге,природного характера,Алматинская,1363.0
2013,тыс.тенге,природного характера,Атырауская,0.0
2013,тыс.тенге,природного характера,Западно-Казахстанская,0.0
2013,тыс.тенге,природного характера,Жымбылская,59.3
2013,тыс.тенге,природного характера,Карагандинская,3500.0
2013,тыс.тенге,природного характера,Костанайская,36800.0
2013,тыс.тенге,природного характера,Кызылординская,93800.0
2013,тыс.тенге,природного характера,Мангистауская,0.0
2013,тыс.тенге,природного характера,Павлодарская,138605.1
2013,тыс.тенге,природного характера,Северо-Казахстанская,0.0
2013,тыс.тенге,природного характера,Туркестанская,0.0
2013,тыс.тенге,природного характера,Восточно-Казахстанская,52600.0
2013,тыс.тенге,природного характера,г_Нур-Султан,0.0
2013,тыс.тенге,природного характера,г_Алматы,0.0
2013,тыс.тенге,природного характера,г_Шымкент,0.0
2013,тыс.тенге,техногенного характера,,1238029.8
2013,тыс.тенге,техногенного характера,Акмолинская,25791.0
2013,тыс.тенге,техногенного характера,Актюбинская,0.0
2013,тыс.тенге,техногенного характера,Алматинская,927600.0
2013,тыс.тенге,техногенного характера,Атырауская,0.0
2013,тыс.тенге,техногенного характера,Западно-Казахстанская,274838.8
2013,тыс.тенге,техногенного характера,Жымбылская,0.0
2013,тыс.тенге,техногенного характера,Карагандинская,0.0
2013,тыс.тенге,техногенного характера,Костанайская,0.0
2013,тыс.тенге,техногенного характера,Кызылординская,7600.0
2013,тыс.тенге,техногенного характера,Мангистауская,0.0
2013,тыс.тенге,техногенного характера,Павлодарская,0.0
2013,тыс.тенге,техногенного характера,Северо-Казахстанская,0.0
2013,тыс.тенге,техногенного характера,Туркестанская,0.0
2013,тыс.тенге,техногенного характера,Восточно-Казахстанская,2200.0
2013,тыс.тенге,техногенного характера,г_Нур-Султан,0.0
2013,тыс.тенге,техногенного характера,г_Алматы,0.0
2013,тыс.тенге,техногенного характера,г_Шымкент,0.0
2014,тыс.тенге,природного характера,,759078.1
2014,тыс.тенге,природного характера,Акмолинская,34045.1
2014,тыс.тенге,природного характера,Актюбинская,5000.0
2014,тыс.тенге,природного характера,Алматинская,6.0
2014,тыс.тенге,природного характера,Атырауская,50686.2
2014,тыс.тенге,природного характера,Западно-Казахстанская,64357.8
2014,тыс.тенге,природного характера,Жымбылская,1.7
2014,тыс.тенге,природного характера,Карагандинская,473901.0
2014,тыс.тенге,природного характера,Костанайская,1200.0
2014,тыс.тенге,природного характера,Кызылординская,30886.0
2014,тыс.тенге,природного характера,Мангистауская,0.0
2014,тыс.тенге,природного характера,Павлодарская,41893.1
2014,тыс.тенге,природного характера,Северо-Казахстанская,0.0
2014,тыс.тенге,природного характера,Туркестанская,0.0
2014,тыс.тенге,природного характера,Восточно-Казахстанская,56600.0
2014,тыс.тенге,природного характера,г_Нур-Султан,0.0
2014,тыс.тенге,природного характера,г_Алматы,0.0
2014,тыс.тенге,природного характера,г_Шымкент,501.2
2014,тыс.тенге,техногенного характера,,927084.0
2014,тыс.тенге,техногенного характера,Акмолинская,0.0
2014,тыс.тенге,техногенного характера,Актюбинская,0.0
2014,тыс.тенге,техногенного характера,Алматинская,180100.0
2014,тыс.тенге,техногенного характера,Атырауская,17274.4
2014,тыс.тенге,техногенного характера,Западно-Казахстанская,0.0
2014,тыс.тенге,техногенного характера,Жымбылская,121.6
2014,тыс.тенге,техногенного характера,Карагандинская,12828.0
2014,тыс.тенге,техногенного характера,Костанайская,0.0
2014,тыс.тенге,техногенного характера,Кызылординская,0.0
2014,тыс.тенге,техногенного характера,Мангистауская,59980.0
2014,тыс.тенге,техногенного характера,Павлодарская,0.0
2014,тыс.тенге,техногенного характера,Северо-Казахстанская,118800.0
2014,тыс.тенге,техногенного характера,Туркестанская,0.0
