Year,UNIT_MEASURE,Регионы,Value
2014,человек,Северо-Казахстанская,3946.0
2014,человек,Восточно-Казахстанская,13508.0
2014,человек,г_Нур-Султан,9393.0
2014,человек,г_Алматы,49284.0
2015,человек,,108673.0
2015,человек,Акмолинская,1586.0
2015,человек,Актюбинская,1182.0
2015,человек,Алматинская,1607.0
2015,человек,Атырауская,3124.0
2015,человек,Западно-Казахстанская,2414.0
2015,человек,Жымбылская,3376.0
2015,человек,Карагандинская,7120.0
2015,человек,Костанайская,6202.0
2015,человек,Кызылординская,1338.0
2015,человек,Мангистауская,13938.0
2015,человек,Южно-Казахстанская,585.0
2015,человек,Павлодарская,784.0
2015,человек,Северо-Казахстанская,1239.0
2015,человек,Восточно-Казахстанская,6051.0
2015,человек,г_Нур-Султан,7881.0
2015,человек,г_Алматы,50246.0
2016,человек,,77947.0
2016,человек,Акмолинская,371.0
2016,человек,Актюбинская,451.0
2016,человек,Алматинская,1686.0
2016,человек,Атырауская,1309.0
2016,человек,Западно-Казахстанская,2633.0
2016,человек,Жымбылская,3.0
2016,человек,Карагандинская,1678.0
2016,человек,Костанайская,3731.0
2016,человек,Кызылординская,1332.0
2016,человек,Мангистауская,426.0
2016,человек,Южно-Казахстанская,340.0
2016,человек,Павлодарская,775.0
2016,человек,Северо-Казахстанская,1347.0
2016,человек,Восточно-Казахстанская,2265.0
2016,человек,г_Нур-Султан,9686.0
2016,человек,г_Алматы,49914.0
2017,человек,,68392.0
2017,человек,Акмолинская,389.0
2017,человек,Актюбинская,384.0
2017,человек,Алматинская,1763.0
2017,человек,Атырауская,1462.0
2017,человек,Западно-Казахстанская,1679.0
2017,человек,Жымбылская,2.0
2017,человек,Карагандинская,1713.0
2017,человек,Костанайская,2431.0
2017,человек,Кызылординская,102.0
2017,человек,Мангистауская,231.0
2017,человек,Южно-Казахстанская,346.0
2017,человек,Павлодарская,844.0
2017,человек,Северо-Казахстанская,1379.0
2017,человек,Восточно-Казахстанская,2320.0
2017,человек,г_Нур-Султан,4513.0
2017,человек,г_Алматы,48834.0
2018,человек,,69510.0
2018,человек,Акмолинская,417.0
2018,человек,Актюбинская,414.0
2018,человек,Алматинская,1838.0
2018,человек,Атырауская,1887.0
2018,человек,Западно-Казахстанская,1809.0
2018,человек,Карагандинская,1229.0
2018,человек,Костанайская,2432.0
2018,человек,Кызылординская,295.0
2018,человек,Мангистауская,231.0
2018,человек,Павлодарская,951.0
2018,человек,Северо-Казахстанская,1209.0
2018,человек,Туркестанская,326.0
2018,человек,Восточно-Казахстанская,2246.0
2018,человек,г_Нур-Султан,5324.0
2018,человек,г_Алматы,48779.0
2018,человек,г_Шымкент,123.0
2019,человек,,69389.0
2019,человек,Акмолинская,480.0
2019,человек,Актюбинская,1108.0
2019,человек,Алматинская,2438.0
2019,человек,Атырауская,1897.0
2019,человек,Западно-Казахстанская,1880.0
2019,человек,Карагандинская,1251.0
2019,человек,Костанайская,0.0
2019,человек,Кызылординская,343.0
2019,человек,Мангистауская,216.0
2019,человек,Павлодарская,985.0
2019,человек,Северо-Казахстанская,1383.0
2019,человек,Туркестанская,303.0
2019,человек,Восточно-Казахстанская,2114.0
2019,человек,г_Нур-Султан,5278.0
2019,человек,г_Алматы,49589.0
2019,человек,г_Шымкент,124.0
