Year,UNIT_MEASURE,SERIES,Value
2015,процент,Базельская конвенция,33.3
2015,процент,Роттердамская конвенция,41.18
2015,процент,Стокгольмская конвенция,33.3
2015,процент,Монреальский протокол,100.0
