Year,Возраст,Местность,Регионы,Value
2019,,сельское население,Акмолинская,22.95
2019,,сельское население,Актюбинская,14.49
2019,,сельское население,Алматинская,26.57
2019,,сельское население,Атырауская,27.53
2019,,сельское население,Западно-Казахстанская,18.36
2019,,сельское население,Жымбылская,37.14
2019,,сельское население,Карагандинская,21.96
2019,,сельское население,Костанайская,21.61
2019,,сельское население,Кызылординская,18.64
2019,,сельское население,Мангистауская,36.34
2019,,сельское население,Павлодарская,21.43
2019,,сельское население,Северо-Казахстанская,20.7
2019,,сельское население,Туркестанская,28.85
2019,,сельское население,Восточно-Казахстанская,18.16
