Year,UNIT_MEASURE,Value
2010,на 1000 неинфицированных,0.12
2011,на 1000 неинфицированных,0.12
2012,на 1000 неинфицированных,0.12
2013,на 1000 неинфицированных,0.12
2014,на 1000 неинфицированных,0.13
2015,на 1000 неинфицированных,0.14
2016,на 1000 неинфицированных,0.16
2017,на 1000 неинфицированных,0.16
2018,на 1000 неинфицированных,0.17
2019,на 1000 неинфицированных,0.19
