Year,UNIT_MEASURE,Регионы,Value
2010,тыс.человек,,27532.0
2010,тыс.человек,Акмолинская,3780.0
2010,тыс.человек,Актюбинская,3033.0
2010,тыс.человек,Алматинская,1516.0
2010,тыс.человек,Атырауская,1536.0
2010,тыс.человек,Западно-Казахстанская,1034.0
2010,тыс.человек,Жымбылская,2805.0
2010,тыс.человек,Карагандинская,2163.0
2010,тыс.человек,Костанайская,1300.0
2010,тыс.человек,Кызылординская,347.0
2010,тыс.человек,Мангистауская,1633.0
2010,тыс.человек,Южно-Казахстанская,2105.0
2010,тыс.человек,Павлодарская,2513.0
2010,тыс.человек,Северо-Казахстанская,935.0
2010,тыс.человек,Восточно-Казахстанская,1839.0
2010,тыс.человек,г_Нур-Султан,466.0
2010,тыс.человек,г_Алматы,527.0
2011,тыс.человек,,26298.0
2011,тыс.человек,Акмолинская,1870.0
2011,тыс.человек,Актюбинская,2809.0
2011,тыс.человек,Алматинская,2746.0
2011,тыс.человек,Атырауская,1198.0
2011,тыс.человек,Западно-Казахстанская,784.0
2011,тыс.человек,Жымбылская,2125.0
2011,тыс.человек,Карагандинская,1933.0
2011,тыс.человек,Костанайская,1881.0
2011,тыс.человек,Кызылординская,767.0
2011,тыс.человек,Мангистауская,2260.0
2011,тыс.человек,Южно-Казахстанская,1628.0
2011,тыс.человек,Павлодарская,1278.0
2011,тыс.человек,Северо-Казахстанская,561.0
2011,тыс.человек,Восточно-Казахстанская,1293.0
2011,тыс.человек,г_Нур-Султан,1059.0
2011,тыс.человек,г_Алматы,2106.0
2012,тыс.человек,,20615.0
2012,тыс.человек,Акмолинская,1090.0
2012,тыс.человек,Актюбинская,987.0
2012,тыс.человек,Алматинская,2261.0
2012,тыс.человек,Атырауская,695.0
2012,тыс.человек,Западно-Казахстанская,756.0
2012,тыс.человек,Жымбылская,430.0
2012,тыс.человек,Карагандинская,1610.0
2012,тыс.человек,Костанайская,1528.0
2012,тыс.человек,Кызылординская,315.0
2012,тыс.человек,Мангистауская,1962.0
2012,тыс.человек,Южно-Казахстанская,2158.0
2012,тыс.человек,Павлодарская,1432.0
2012,тыс.человек,Северо-Казахстанская,417.0
2012,тыс.человек,Восточно-Казахстанская,2042.0
2012,тыс.человек,г_Нур-Султан,1328.0
2012,тыс.человек,г_Алматы,1604.0
2013,тыс.человек,,20909.0
2013,тыс.человек,Акмолинская,1033.0
2013,тыс.человек,Актюбинская,1455.0
2013,тыс.человек,Алматинская,2539.0
2013,тыс.человек,Атырауская,580.0
2013,тыс.человек,Западно-Казахстанская,601.0
2013,тыс.человек,Жымбылская,838.0
2013,тыс.человек,Карагандинская,1561.0
2013,тыс.человек,Костанайская,1544.0
2013,тыс.человек,Кызылординская,95.0
2013,тыс.человек,Мангистауская,819.0
2013,тыс.человек,Южно-Казахстанская,3652.0
2013,тыс.человек,Павлодарская,1257.0
2013,тыс.человек,Северо-Казахстанская,358.0
2013,тыс.человек,Восточно-Казахстанская,1878.0
2013,тыс.человек,г_Нур-Султан,1165.0
2013,тыс.человек,г_Алматы,1534.0
2014,тыс.человек,,21695.0
2014,тыс.человек,Акмолинская,1446.0
2014,тыс.человек,Актюбинская,1197.0
2014,тыс.человек,Алматинская,2020.0
2014,тыс.человек,Атырауская,967.0
2014,тыс.человек,Западно-Казахстанская,913.0
2014,тыс.человек,Жымбылская,1593.0
2014,тыс.человек,Карагандинская,1637.0
2014,тыс.человек,Костанайская,955.0
2014,тыс.человек,Кызылординская,1023.0
2014,тыс.человек,Мангистауская,1115.0
