Year,UNIT_MEASURE,Регионы,Value
2015,процент,,30.0
2016,процент,,35.0
2017,процент,,39.9
2017,процент,Акмолинская,54.95826022225767
2017,процент,Актюбинская,53.36924676306587
2017,процент,Алматинская,12.82121098669208
2017,процент,Атырауская,13.530506191056649
2017,процент,Западно-Казахстанская,30.48364692511681
2017,процент,Жымбылская,12.93305665824612
2017,процент,Карагандинская,50.67817868914622
2017,процент,Костанайская,33.45689042347923
2017,процент,Кызылординская,24.993676968991856
2017,процент,Мангистауская,30.86736146705393
2017,процент,Южно-Казахстанская,55.20166406042546
2017,процент,Павлодарская,66.5170709538147
2017,процент,Северо-Казахстанская,23.607106315691563
2017,процент,Восточно-Казахстанская,53.20736467580917
2017,процент,г_Нур-Султан,44.32732769538751
2017,процент,г_Алматы,36.44074565116688
2018,процент,,54.0
2018,процент,Акмолинская,56.215347945489405
2018,процент,Актюбинская,54.83331694365228
2018,процент,Алматинская,33.60261258164318
2018,процент,Атырауская,52.696390658174096
2018,процент,Западно-Казахстанская,72.32874943508295
2018,процент,Жымбылская,65.80963045912654
2018,процент,Карагандинская,51.13365865270174
2018,процент,Костанайская,52.7519806915368
2018,процент,Кызылординская,17.130737437459214
2018,процент,Мангистауская,39.86290228883467
2018,процент,Павлодарская,62.4796998375987
2018,процент,Северо-Казахстанская,57.42802303262956
2018,процент,Туркестанская,79.2102206736353
2018,процент,Восточно-Казахстанская,77.61424985385646
2018,процент,г_Нур-Султан,36.83567003586566
2018,процент,г_Алматы,49.27341689169151
2018,процент,г_Шымкент,46.65282634032634
2019,процент,,60.7
2019,процент,Акмолинская,61.0
2019,процент,Актюбинская,52.3
2019,процент,Алматинская,45.6
2019,процент,Атырауская,55.5
2019,процент,Западно-Казахстанская,58.6
2019,процент,Жымбылская,77.5
2019,процент,Карагандинская,55.3
2019,процент,Костанайская,65.2
2019,процент,Кызылординская,59.6
2019,процент,Мангистауская,70.1
2019,процент,Павлодарская,69.0
2019,процент,Северо-Казахстанская,98.4
2019,процент,Туркестанская,74.5
2019,процент,Восточно-Казахстанская,93.4
2019,процент,г_Нур-Султан,28.3
2019,процент,г_Алматы,52.7
2019,процент,г_Шымкент,44.0
