Year,UNIT_MEASURE,Value
2010,процент,1.2
2011,процент,1.3
2012,процент,1.3
2013,процент,0.9
2014,процент,0.8
2015,процент,1.0
2016,процент,1.2
2017,процент,1.3
2018,процент,1.1
