Year,UNIT_MEASURE,Value
2011,процент,22.0
2012,процент,27.7
2013,процент,32.7
2014,процент,28.3
2015,процент,24.1
2016,процент,32.4
2017,процент,52.4
2018,процент,34.4
2019,процент,41.0
