Year,UNIT_MEASURE,Value
2010,единиц,158
2011,единиц,158
2012,единиц,158
2013,единиц,158
2014,единиц,158
2015,единиц,158
2016,единиц,158
2017,единиц,158
2018,единиц,158
2019,единиц,158
