Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Возраст,Регионы,Value
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,Мангистауская,32.12309007372583
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,Мангистауская,1.6508173950208354
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,Мангистауская,54.78576771022545
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,Мангистауская,33.60188054279303
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,Мангистауская,3.965167218719949
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,Мангистауская,10.490437012501337
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,Мангистауская,9.051180681696762
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,Мангистауская,15.177903622181857
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,Мангистауская,2.213911742707554
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,Павлодарская,28.98544525125924
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,Павлодарская,21.0001176357356
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,Павлодарская,61.539530954239694
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,Павлодарская,36.82105465784042
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,Павлодарская,18.554363751082786
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,Павлодарская,18.221775444074904
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,Павлодарская,21.41398154188367
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,Павлодарская,25.88093124725962
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,Павлодарская,5.815483001636206
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,Северо-Казахстанская,47.640289178191374
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,Северо-Казахстанская,28.980744759694044
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,Северо-Казахстанская,72.68888174178122
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,Северо-Казахстанская,55.11305636737377
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,Северо-Казахстанская,24.81227189462056
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,Северо-Казахстанская,11.71814914770741
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,Северо-Казахстанская,31.334163019311173
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,Северо-Казахстанская,42.70831876721715
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,Северо-Казахстанская,0.4572595192482485
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,Туркестанская,45.6415622732479
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,Туркестанская,12.507121140341932
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,Туркестанская,45.04068794713265
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,Туркестанская,45.73151351967234
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,Туркестанская,13.725061016928825
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,Туркестанская,9.593000593678228
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,Туркестанская,25.099995802275167
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,Туркестанская,21.965194864383506
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,Туркестанская,3.3156029432047838
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,Восточно-Казахстанская,37.626530080736174
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,Восточно-Казахстанская,13.845530572677026
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,Восточно-Казахстанская,49.00830511907862
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,Восточно-Казахстанская,55.21717741702116
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,Восточно-Казахстанская,10.140347831119598
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,Восточно-Казахстанская,12.04792082646063
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,Восточно-Казахстанская,26.105275342188268
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,Восточно-Казахстанская,25.83499725091877
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,Восточно-Казахстанская,1.2339034059669531
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,г_Нур-Султан,62.67474009698453
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,г_Нур-Султан,63.8366594602975
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,г_Нур-Султан,72.94683077665137
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,г_Нур-Султан,74.28359790182685
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,г_Нур-Султан,65.2819527824911
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,г_Нур-Султан,65.5549909130843
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,г_Нур-Султан,63.36810191126692
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,г_Нур-Султан,58.99776918372797
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,г_Нур-Султан,64.63510219550218
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,г_Алматы,21.8623153767004
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,г_Алматы,11.23619629416578
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,г_Алматы,48.6878883874679
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,г_Алматы,37.8381553468852
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,г_Алматы,16.510163902549685
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,г_Алматы,13.00363777779578
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,г_Алматы,26.55415751820914
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,г_Алматы,18.548615780987955
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,г_Алматы,10.334448702471908
2016,процент,Копирование или перенос файла или папки,в возрасте 15-24 лет,г_Шымкент,23.720230855980365
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15-24 лет,г_Шымкент,19.774598471279365
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15-24 лет,г_Шымкент,51.11189733837501
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15-24 лет,г_Шымкент,39.75115907097421
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15-24 лет,г_Шымкент,21.798642283793647
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15-24 лет,г_Шымкент,16.871945691351744
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15-24 лет,г_Шымкент,23.17257442746685
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15-24 лет,г_Шымкент,26.322888795524403
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15-24 лет,г_Шымкент,3.352276496473033
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,,28.201704482540368
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,,14.434301259259223
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,,48.37209853359246
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,,36.033462754574
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,,13.176397109029612
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,,13.317743006305047
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,,17.456380922469755
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,,19.20821364152841
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,,5.0200636219146695
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Акмолинская,41.1250214037299
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Акмолинская,17.669001151061295
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Акмолинская,47.95804302751663
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Акмолинская,39.78125657055126
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Акмолинская,19.079877030011197
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Акмолинская,12.763453571492215
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Акмолинская,20.2333478650796
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Акмолинская,30.07213389981539
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Акмолинская,2.072311648057483
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Актюбинская,34.72024817265893
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Актюбинская,10.469129328434626
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Актюбинская,59.24463443110361
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Актюбинская,35.45843838596979
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Актюбинская,15.915010524852752
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Актюбинская,14.639999666050752
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Актюбинская,21.134236283689923
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Актюбинская,15.94674632179388
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Актюбинская,4.788873918107287
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Алматинская,19.589286035517
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Алматинская,13.36647321805262
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Алматинская,50.72573097597637
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Алматинская,36.79325154925666
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Алматинская,14.135749908340248
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Алматинская,7.465615637941358
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Алматинская,24.1256791394728
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Алматинская,8.417548019933644
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Алматинская,1.3394958856948107
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Атырауская,22.99729154778996
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Атырауская,7.36612741724993
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Атырауская,62.49163043556072
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Атырауская,26.959575694368432
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Атырауская,9.098335606767272
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Атырауская,13.481825830239297
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Атырауская,7.579925301061804
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Атырауская,14.41130268603082
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Атырауская,5.057693721061271
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Западно-Казахстанская,23.977129458510444
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Западно-Казахстанская,11.49206491229658
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Западно-Казахстанская,69.87093887018294
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Западно-Казахстанская,28.482917110543735
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Западно-Казахстанская,7.4634854776372865
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Западно-Казахстанская,6.790436385658291
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Западно-Казахстанская,14.011138254107813
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Западно-Казахстанская,9.18297217417974
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Западно-Казахстанская,2.264292330589178
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Жымбылская,17.598876598401322
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Жымбылская,9.602037138064953
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Жымбылская,27.258003301295314
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Жымбылская,35.90499591176749
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Жымбылская,5.7563848760935175
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Жымбылская,12.516090562694597
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Жымбылская,12.496526689995497
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Жымбылская,13.026255176251675
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Жымбылская,2.524638512814696
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Карагандинская,40.05462414057816
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Карагандинская,19.50408248780032
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Карагандинская,54.84562987683847
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Карагандинская,37.80898966130549
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Карагандинская,18.42483645392912
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Карагандинская,13.622595652036653
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Карагандинская,20.0404670408608
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Карагандинская,25.83908727445892
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Карагандинская,3.8375205447288097
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Костанайская,34.72770659984861
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Костанайская,17.666558550700103
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Костанайская,56.16529780630706
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Костанайская,36.43465095463901
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Костанайская,14.030330794221662
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Костанайская,14.247271786616386
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Костанайская,20.639476538686232
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Костанайская,24.952652413119445
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Костанайская,0.5345554443571868
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Кызылординская,16.254029388312325
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Кызылординская,17.359343497153663
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Кызылординская,22.48704976977183
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Кызылординская,37.34869988192548
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Кызылординская,9.13060266340846
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Кызылординская,13.83832092486142
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Кызылординская,11.403218065473016
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Кызылординская,17.945233165250947
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Кызылординская,5.218487297787953
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Мангистауская,31.965485069628187
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Мангистауская,3.439062630202355
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Мангистауская,50.05241834777591
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Мангистауская,32.03393434013069
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Мангистауская,4.658945775545845
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Мангистауская,9.147764955068258
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Мангистауская,6.553661781963008
2016,процент,Передача файлов между компьютерами и другими устройствами,в возрасте 15 лет и старше,Мангистауская,9.871495415585528
2016,процент,Разработка компьютерных программ с использованием специального программного языка,в возрасте 15 лет и старше,Мангистауская,2.160405656334809
2016,процент,Копирование или перенос файла или папки,в возрасте 15 лет и старше,Павлодарская,26.851386845804576
2016,процент,Использование инструментов копирования и вставки информации или части информации для получения копий или перемещения информации в документе,в возрасте 15 лет и старше,Павлодарская,20.424746027133956
2016,процент,"Отправка элекронной почты с вложенными файлами (документ, фотография, видео)",в возрасте 15 лет и старше,Павлодарская,52.27686663648549
2016,процент,Работа в редакторе электронных таблиц Excel (использование базовых арифметических формул в таблицах),в возрасте 15 лет и старше,Павлодарская,22.7899799996238
2016,процент,"Подключение и установка новых устройств (принтер, модем и другие)",в возрасте 15 лет и старше,Павлодарская,9.80775312631678
2016,процент,"Поиск, загрузка и установка  программного обеспечения",в возрасте 15 лет и старше,Павлодарская,11.46941959732706
2016,процент,"Работа в графическом редакторе (включая презентации, текст, изображения,  звук, видео или диаграммы)",в возрасте 15 лет и старше,Павлодарская,9.48022138539246
