Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,млн.долл.США,Казахстан-получатель (валовый),26.781008
2010,млн.долл.США,Казахстан-получатель (чистый),26.7810073893689
2011,млн.долл.США,Казахстан-получатель (валовый),17.091497
2011,млн.долл.США,Казахстан-получатель (чистый),17.091409203167707
2012,млн.долл.США,Казахстан-получатель (валовый),12.609999
2012,млн.долл.США,Казахстан-получатель (чистый),12.6100007456311
2013,млн.долл.США,Казахстан-получатель (валовый),7.04761
2013,млн.долл.США,Казахстан-получатель (чистый),7.027787945199922
2014,млн.долл.США,Казахстан-получатель (валовый),8.645732
2014,млн.долл.США,Казахстан-получатель (чистый),8.64020895621039
2015,млн.долл.США,Казахстан-получатель (валовый),4.265647
2015,млн.долл.США,Казахстан-донор (валовый),0.044881
2015,млн.долл.США,Казахстан-получатель (чистый),4.265466069691995
2015,млн.долл.США,Казахстан-донор (чистый),0.0448810323664322
2016,млн.долл.США,Казахстан-получатель (валовый),6.449895
2016,млн.долл.США,Казахстан-получатель (чистый),6.446885521342071
2017,млн.долл.США,Казахстан-получатель (валовый),11.380076
2017,млн.долл.США,Казахстан-получатель (чистый),10.77639201541752
