Year,UNIT_MEASURE,SERIES,Регионы,Value
2010,млн.тонн,Перевезено грузов всеми видами транспорта,,2439.3905
2010,млн.тонн,Трубопроводный,,194.0
2010,млн.тонн,Железнодорожный,,267.9
2010,млн.тонн,Автомобильный,,1971.8
2010,млн.тонн,Воздушным,,0.289
2010,млн.тонн,Внутренним водным,,1.1199
2010,млн.тонн,Морским,,4.655
2010,млн.тонн,,Акмолинская,95.8478
2010,млн.тонн,,Актюбинская,40.9726
2010,млн.тонн,,Алматинская,116.6198
2010,млн.тонн,,Атырауская,118.4847
2010,млн.тонн,,Западно-Казахстанская,30.2667
2010,млн.тонн,,Жымбылская,55.9545
2010,млн.тонн,,Карагандинская,443.9648
2010,млн.тонн,,Костанайская,221.5098
2010,млн.тонн,,Кызылординская,66.32430000000001
2010,млн.тонн,,Мангистауская,141.5499
2010,млн.тонн,,Южно-Казахстанская,77.4695
2010,млн.тонн,,Павлодарская,78.54469999999999
2010,млн.тонн,,Северо-Казахстанская,40.0789
2010,млн.тонн,,Восточно-Казахстанская,327.3275
2010,млн.тонн,,г_Нур-Султан,66.7086
2010,млн.тонн,,г_Алматы,142.44289999999998
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,,13186.4941
2010,млн.человек,Железнодорожным транспортом,,19.6
2010,млн.человек,Автомобильный,,13083.9
2010,млн.человек,Внутренним водным,,0.1
2010,млн.человек,Воздушным,,3.4
2010,млн.человек,Городской электрический,,79.53
2010,млн.человек,,Акмолинская,1057.8989
2010,млн.человек,,Актюбинская,163.5094
2010,млн.человек,,Алматинская,436.6198
2010,млн.человек,,Атырауская,95.3865
2010,млн.человек,,Западно-Казахстанская,270.428
2010,млн.человек,,Жымбылская,570.5845
2010,млн.человек,,Карагандинская,1440.6618999999998
2010,млн.человек,,Костанайская,1153.3571000000002
2010,млн.человек,,Кызылординская,139.7043
2010,млн.человек,,Мангистауская,60.2485
2010,млн.человек,,Южно-Казахстанская,1337.6321
2010,млн.человек,,Павлодарская,798.2521999999999
2010,млн.человек,,Северо-Казахстанская,365.4984
2010,млн.человек,,Восточно-Казахстанская,1272.7242
2010,млн.человек,,г_Нур-Султан,1408.8999
2010,млн.человек,,г_Алматы,2595.527
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,,1971.77081
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Акмолинская,95.84779
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Актюбинская,40.97257
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Алматинская,116.61975
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Атырауская,52.14737
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Западно-Казахстанская,30.02608
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Жымбылская,55.95452
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Карагандинская,443.96474
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Костанайская,221.50981
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Кызылординская,66.32433999999999
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Мангистауская,136.89491
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Южно-Казахстанская,77.46877
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Павлодарская,57.84632
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Северо-Казахстанская,39.99885
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,Восточно-Казахстанская,327.07152
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,г_Нур-Султан,66.7086
2010,млн.тонн,перевезено грузов автомобильным  и городским  электрическим транспортом,г_Алматы,142.41484
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,,13163.44535
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Акмолинская,1057.89889
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Актюбинская,163.50942
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Алматинская,436.59054
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Атырауская,95.38183
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Западно-Казахстанская,270.39652
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Жымбылская,570.58449
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Карагандинская,1440.6431
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Костанайская,1153.35712
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Кызылординская,139.70432
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Мангистауская,60.24853
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Южно-Казахстанская,1336.96363
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Павлодарская,798.19678
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Северо-Казахстанская,365.49836
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,Восточно-Казахстанская,1272.70186
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,г_Нур-Султан,1408.86605
2010,млн.человек,Перевезено пассажиров всеми видами транспорта,г_Алматы,2592.90391
2010,тонн,перевезено грузов воздушным транспортом,,28869.7
2010,тонн,перевезено грузов воздушным транспортом,Карагандинская,9.2
2010,тонн,перевезено грузов воздушным транспортом,Южно-Казахстанская,737.0
2010,тонн,перевезено грузов воздушным транспортом,Восточно-Казахстанская,32.5
2010,тонн,перевезено грузов воздушным транспортом,г_Алматы,28091.0
2010,тыс.человек,перевезено пассажиров воздушным транспортом,,3379.2
2010,тыс.человек,перевезено пассажиров воздушным транспортом,Алматинская,29.3
2010,тыс.человек,перевезено пассажиров воздушным транспортом,Атырауская,4.7
2010,тыс.человек,перевезено пассажиров воздушным транспортом,Карагандинская,18.8
2010,тыс.человек,перевезено пассажиров воздушным транспортом,Южно-Казахстанская,668.5
2010,тыс.человек,перевезено пассажиров воздушным транспортом,Павлодарская,4.0
2010,тыс.человек,перевезено пассажиров воздушным транспортом,г_Нур-Султан,16.1
2010,тыс.человек,перевезено пассажиров воздушным транспортом,г_Алматы,14.8
2010,тыс.человек,перевезено пассажиров воздушным транспортом,г_Шымкент,2623.1
2010,млн.тонн,показатели работы трубопроводного транспорта,,193.9595
2010,млн.тонн,показатели работы трубопроводного транспорта,Атырауская,66.3373
2010,млн.тонн,показатели работы трубопроводного транспорта,Павлодарская,20.155
2010,млн.тонн,Перевезено грузов с морским транспортом,,4.655
2010,млн.тонн,Перевезено грузов с морским транспортом,Мангистауская,4.655
2011,млн.тонн,Перевезено грузов всеми видами транспорта,,2974.9231
2011,млн.тонн,Трубопроводный,,214.1
2011,млн.тонн,Железнодорожный,,279.7
2011,млн.тонн,Автомобильный,,2475.5
2011,млн.тонн,Воздушным,,0.316
2011,млн.тонн,Внутренним водным,,1.082
2011,млн.тонн,Морским,,4.557
2011,млн.тонн,,Акмолинская,112.3756
2011,млн.тонн,,Актюбинская,54.524800000000006
2011,млн.тонн,,Алматинская,142.6943
2011,млн.тонн,,Атырауская,139.5758
2011,млн.тонн,,Западно-Казахстанская,33.960800000000006
2011,млн.тонн,,Жымбылская,70.458
2011,млн.тонн,,Карагандинская,551.1137
2011,млн.тонн,,Костанайская,268.028
2011,млн.тонн,,Кызылординская,95.518
2011,млн.тонн,,Мангистауская,186.5845
2011,млн.тонн,,Южно-Казахстанская,106.5048
2011,млн.тонн,,Павлодарская,97.0415
