Year,UNIT_MEASURE,Value
2010,процент,210.0
2011,процент,21.0
2012,процент,23.9
2013,процент,26.5
2014,процент,27.7
2015,процент,25.9
2016,процент,23.9
2017,процент,25.8
2018,процент,267.0
2019,процент,339.0
