Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,млн.долларов США,Данные по Казахстану как получателю,1.0
2011,млн.долларов США,Данные по Казахстану как получателю,0.12
2012,млн.долларов США,Данные по Казахстану как получателю,0.53
2013,млн.долларов США,Данные по Казахстану как получателю,10.92
2014,млн.долларов США,Данные по Казахстану как получателю,0.22
2015,млн.долларов США,Данные по Казахстану как получателю,0.01
2016,млн.долларов США,Данные по Казахстану как получателю,2.4
2017,млн.долларов США,Данные по Казахстану как получателю,3.01
