Year,UNIT_MEASURE,Value
2010,процент,2.3
2011,процент,2.4
2012,процент,2.3
2013,процент,2.0
2014,процент,1.5
2015,процент,2.0
2016,процент,5.6
2017,процент,6.4
2018,процент,6.1
2019,процент,8.8
