Year,UNIT_MEASURE,Value
2014,в процентах к предыдущему году,93.5
2015,в процентах к предыдущему году,115.3
2016,в процентах к предыдущему году,124.0
2017,в процентах к предыдущему году,118.7
2018,в процентах к предыдущему году,107.2
