Year,UNIT_MEASURE,Value
2010,процент,49.4
2011,процент,47.4
2012,процент,31.0
2013,процент,30.3
2014,процент,29.1
2015,процент,38.3
2016,процент,34.4
2017,процент,31.8
2018,процент,30.8
2019,процент,28.2
