Year,UNIT_MEASURE,SERIES,Регионы,Value
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Балхаш,0.03
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жезказган,0.01
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Сарань,0.02
2016,мг/метр куб,"взвешенные частицы РМ-2,5",п.Карабалык,0.02
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кызылорда,0.02
2016,мг/метр куб,"взвешенные частицы РМ-2,5",Актюбинская,0.0
2016,мг/метр куб,"взвешенные частицы РМ-2,5",п.Бейнеу,0.01
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Павлодар,0.008
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Экибастуз,0.02
2016,мг/метр куб,"взвешенные частицы РМ-2,5",Южно-Казахстанская,0.01
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г_Шымкент,0.0
2016,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кентау,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г_Нур-Султан,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,г.Кокшетау,0.002
2016,мг/метр куб,взвешенные частицы РМ-10,г.Степногорск,0.008
2016,мг/метр куб,взвешенные частицы РМ-10,СКФМ «Боровое»,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,ЩБКЗ,0.03
2016,мг/метр куб,взвешенные частицы РМ-10,п.Сарыбулак,0.01
2016,мг/метр куб,взвешенные частицы РМ-10,г.Актобе,0.04
2016,мг/метр куб,взвешенные частицы РМ-10,г_Алматы,0.05
2016,мг/метр куб,взвешенные частицы РМ-10,г.Талдыкорган,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,г.Атырау,0.01
2016,мг/метр куб,взвешенные частицы РМ-10,г.Кульсары,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г.Усть-Каменогорск,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г.Риддер,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г.Семей,0.024
2016,мг/метр куб,взвешенные частицы РМ-10,п.Глубокое,0.0553
2016,мг/метр куб,взвешенные частицы РМ-10,г.Зыряновск,0.0003
2016,мг/метр куб,взвешенные частицы РМ-10,г.Тараз,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,г.Жанатас,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,г.Каратау,0.04
2016,мг/метр куб,взвешенные частицы РМ-10,г.Чу,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,п.Кордай,0.03
2016,мг/метр куб,взвешенные частицы РМ-10,г.Уральск,0.04
2016,мг/метр куб,взвешенные частицы РМ-10,г.Аксай,0.01
2016,мг/метр куб,взвешенные частицы РМ-10,п.Березовка,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,п.Январцево,0.007
2016,мг/метр куб,взвешенные частицы РМ-10,г.Караганда,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,г.Балхаш,0.04
2016,мг/метр куб,взвешенные частицы РМ-10,г.Жезказган,0.03
2016,мг/метр куб,взвешенные частицы РМ-10,г.Сарань,0.03
2016,мг/метр куб,взвешенные частицы РМ-10,г.Темиртау,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г.Костанай,0.05
2016,мг/метр куб,взвешенные частицы РМ-10,г.Рудный,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,п.Карабалык,0.03
2016,мг/метр куб,взвешенные частицы РМ-10,г.Кызылорда,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,п.Акай,0.0001
2016,мг/метр куб,взвешенные частицы РМ-10,п.Торетам,0.0001
2016,мг/метр куб,взвешенные частицы РМ-10,Актюбинская,0.01
2016,мг/метр куб,взвешенные частицы РМ-10,г.Жанаозен,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,п.Бейнеу,0.06
2016,мг/метр куб,взвешенные частицы РМ-10,г.Павлодар,0.016
2016,мг/метр куб,взвешенные частицы РМ-10,г.Экибастуз,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,г.Аксу,0.02
2016,мг/метр куб,взвешенные частицы РМ-10,Южно-Казахстанская,0.015
2016,мг/метр куб,взвешенные частицы РМ-10,г_Шымкент,0.1
2016,мг/метр куб,взвешенные частицы РМ-10,г.Туркестан,0.0
2016,мг/метр куб,взвешенные частицы РМ-10,г.Кентау,0.0
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г_Нур-Султан,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кокшетау,0.002
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Степногорск,0.002
2017,мг/метр куб,"взвешенные частицы РМ-2,5",СКФМ «Боровое»,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",ЩБКЗ,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Сарыбулак,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Актобе,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г_Алматы,0.009
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Атырау,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Семей,0.03
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Глубокое,0.019
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Зыряновск,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жанатас,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Каратау,0.03
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Чу,0.04
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Кордай,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Уральск,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Березовка,0.0095
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Караганда,0.1
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Балхаш,0.03
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жезказган,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Сарань,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Карабалык,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кызылорда,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",Актюбинская,0.02
2017,мг/метр куб,"взвешенные частицы РМ-2,5",п.Бейнеу,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Павлодар,0.0053
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Экибастуз,0.01
2017,мг/метр куб,"взвешенные частицы РМ-2,5",Южно-Казахстанская,0.016
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г_Шымкент,0.04
2017,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кентау,0.0
2017,мг/метр куб,взвешенные частицы РМ-10,г_Нур-Султан,0.06
2017,мг/метр куб,взвешенные частицы РМ-10,г.Кокшетау,0.002
2017,мг/метр куб,взвешенные частицы РМ-10,г.Степногорск,0.003
2017,мг/метр куб,взвешенные частицы РМ-10,СКФМ «Боровое»,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,ЩБКЗ,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,п.Сарыбулак,0.01
2017,мг/метр куб,взвешенные частицы РМ-10,г.Актобе,0.04
2017,мг/метр куб,взвешенные частицы РМ-10,г_Алматы,0.3
2017,мг/метр куб,взвешенные частицы РМ-10,г.Атырау,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,г.Усть-Каменогорск,0.5
2017,мг/метр куб,взвешенные частицы РМ-10,г.Риддер,0.06
2017,мг/метр куб,взвешенные частицы РМ-10,г.Семей,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,п.Глубокое,0.022
2017,мг/метр куб,взвешенные частицы РМ-10,г.Зыряновск,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,г.Тараз,0.04
2017,мг/метр куб,взвешенные частицы РМ-10,г.Жанатас,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г.Каратау,0.06
2017,мг/метр куб,взвешенные частицы РМ-10,г.Чу,0.1
2017,мг/метр куб,взвешенные частицы РМ-10,п.Кордай,0.04
2017,мг/метр куб,взвешенные частицы РМ-10,г.Уральск,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,г.Аксай,0.011
2017,мг/метр куб,взвешенные частицы РМ-10,п.Березовка,0.01
2017,мг/метр куб,взвешенные частицы РМ-10,г.Караганда,0.1
2017,мг/метр куб,взвешенные частицы РМ-10,г.Балхаш,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г.Жезказган,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г.Сарань,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г.Костанай,0.01
2017,мг/метр куб,взвешенные частицы РМ-10,г.Рудный,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,п.Карабалык,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г.Аркалык,0.02
2017,мг/метр куб,взвешенные частицы РМ-10,г.Житикара,0.03
2017,мг/метр куб,взвешенные частицы РМ-10,г_Лисаковск,0.023
2017,мг/метр куб,взвешенные частицы РМ-10,г.Кызылорда,0.04
2017,мг/метр куб,взвешенные частицы РМ-10,п.Торетам,0.0
2017,мг/метр куб,взвешенные частицы РМ-10,Актюбинская,0.1
2017,мг/метр куб,взвешенные частицы РМ-10,г.Жанаозен,0.002
2017,мг/метр куб,взвешенные частицы РМ-10,п.Бейнеу,0.05
2017,мг/метр куб,взвешенные частицы РМ-10,г.Павлодар,0.0069
2017,мг/метр куб,взвешенные частицы РМ-10,г.Экибастуз,0.01
2017,мг/метр куб,взвешенные частицы РМ-10,Южно-Казахстанская,0.0024
2017,мг/метр куб,взвешенные частицы РМ-10,г_Шымкент,0.1
2017,мг/метр куб,взвешенные частицы РМ-10,г.Кентау,0.0
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г_Нур-Султан,0.02
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кокшетау,0.0023
2018,мг/метр куб,"взвешенные частицы РМ-2,5",СКФМ «Боровое»,0.048
2018,мг/метр куб,"взвешенные частицы РМ-2,5",ЩБКЗ,0.02
2018,мг/метр куб,"взвешенные частицы РМ-2,5",п.Сарыбулак,0.01
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Актобе,0.017
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г_Алматы,0.015
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Атырау,0.01
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Семей,0.025
2018,мг/метр куб,"взвешенные частицы РМ-2,5",п.Глубокое,0.0328
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Зыряновск,1e-05
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жанатас,0.017
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Каратау,0.037
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Чу,0.038
2018,мг/метр куб,"взвешенные частицы РМ-2,5",п.Кордай,0.005
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Уральск,0.023
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Караганда,0.11
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Сарань,0.017
2018,мг/метр куб,"взвешенные частицы РМ-2,5",п.Карабалык,0.01
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кызылорда,0.01
2018,мг/метр куб,"взвешенные частицы РМ-2,5",Актюбинская,0.009
2018,мг/метр куб,"взвешенные частицы РМ-2,5",п.Бейнеу,0.005
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Павлодар,0.0046
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Экибастуз,0.0
2018,мг/метр куб,"взвешенные частицы РМ-2,5",Южно-Казахстанская,0.01
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г_Шымкент,0.04
2018,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кентау,0.006
2018,мг/метр куб,взвешенные частицы РМ-10,г_Нур-Султан,0.02
2018,мг/метр куб,взвешенные частицы РМ-10,г.Кокшетау,0.004
2018,мг/метр куб,взвешенные частицы РМ-10,СКФМ «Боровое»,0.05
2018,мг/метр куб,взвешенные частицы РМ-10,ЩБКЗ,0.02
2018,мг/метр куб,взвешенные частицы РМ-10,п.Сарыбулак,0.01
2018,мг/метр куб,взвешенные частицы РМ-10,г.Актобе,0.028
2018,мг/метр куб,взвешенные частицы РМ-10,г_Алматы,0.03
2018,мг/метр куб,взвешенные частицы РМ-10,г.Атырау,0.022
2018,мг/метр куб,взвешенные частицы РМ-10,г.Усть-Каменогорск,0.04
2018,мг/метр куб,взвешенные частицы РМ-10,г.Риддер,0.04
2018,мг/метр куб,взвешенные частицы РМ-10,г.Семей,0.03
2018,мг/метр куб,взвешенные частицы РМ-10,п.Глубокое,0.03
2018,мг/метр куб,взвешенные частицы РМ-10,г.Зыряновск,3e-05
2018,мг/метр куб,взвешенные частицы РМ-10,г.Тараз,0.028
2018,мг/метр куб,взвешенные частицы РМ-10,г.Жанатас,0.03
2018,мг/метр куб,взвешенные частицы РМ-10,г.Каратау,0.06
2018,мг/метр куб,взвешенные частицы РМ-10,г.Чу,0.06
2018,мг/метр куб,взвешенные частицы РМ-10,п.Кордай,0.011
2018,мг/метр куб,взвешенные частицы РМ-10,г.Уральск,0.01
2018,мг/метр куб,взвешенные частицы РМ-10,г.Аксай,0.0
2018,мг/метр куб,взвешенные частицы РМ-10,г.Караганда,0.11
2018,мг/метр куб,взвешенные частицы РМ-10,г.Сарань,0.02
2018,мг/метр куб,взвешенные частицы РМ-10,г.Костанай,0.04
2018,мг/метр куб,взвешенные частицы РМ-10,г.Рудный,0.0
2018,мг/метр куб,взвешенные частицы РМ-10,п.Карабалык,0.02
2018,мг/метр куб,взвешенные частицы РМ-10,г.Аркалык,0.012
2018,мг/метр куб,взвешенные частицы РМ-10,г.Житикара,0.033
2018,мг/метр куб,взвешенные частицы РМ-10,г_Лисаковск,0.026
2018,мг/метр куб,взвешенные частицы РМ-10,г.Кызылорда,0.0054
2018,мг/метр куб,взвешенные частицы РМ-10,п.Торетам,0.0
2018,мг/метр куб,взвешенные частицы РМ-10,Актюбинская,0.032
2018,мг/метр куб,взвешенные частицы РМ-10,г.Жанаозен,0.0
2018,мг/метр куб,взвешенные частицы РМ-10,п.Бейнеу,0.011
2018,мг/метр куб,взвешенные частицы РМ-10,г.Павлодар,0.0066
2018,мг/метр куб,взвешенные частицы РМ-10,г.Экибастуз,0.0057
2018,мг/метр куб,взвешенные частицы РМ-10,Южно-Казахстанская,0.01
2018,мг/метр куб,взвешенные частицы РМ-10,г_Шымкент,0.053
2018,мг/метр куб,взвешенные частицы РМ-10,г.Кентау,0.008
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г_Нур-Султан,0.03
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кокшетау,0.02
2019,мг/метр куб,"взвешенные частицы РМ-2,5",СКФМ «Боровое»,0.04
2019,мг/метр куб,"взвешенные частицы РМ-2,5",ЩБКЗ,0.02
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Актобе,0.0168
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г_Алматы,0.03
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Атырау,0.0129
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Семей,0.014
2019,мг/метр куб,"взвешенные частицы РМ-2,5",п.Глубокое,0.001
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Зыряновск,2e-05
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жанатас,0.01
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Каратау,0.03
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Чу,0.003
2019,мг/метр куб,"взвешенные частицы РМ-2,5",п.Кордай,0.02
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Уральск,0.01
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Караганда,0.056
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Балхаш,0.048
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Жезказган,0.011
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Сарань,0.014
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Темиртау,0.044
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Костанай,0.03
2019,мг/метр куб,"взвешенные частицы РМ-2,5",п.Карабалык,0.0019
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Кызылорда,0.005
2019,мг/метр куб,"взвешенные частицы РМ-2,5",Актюбинская,0.055
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Павлодар,0.0072
2019,мг/метр куб,"взвешенные частицы РМ-2,5",Южно-Казахстанская,0.012
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г_Шымкент,0.02
2019,мг/метр куб,"взвешенные частицы РМ-2,5",г.Туркестан,0.05
2019,мг/метр куб,взвешенные частицы РМ-10,г_Нур-Султан,0.03
2019,мг/метр куб,взвешенные частицы РМ-10,г.Кокшетау,0.003
2019,мг/метр куб,взвешенные частицы РМ-10,СКФМ «Боровое»,0.04
2019,мг/метр куб,взвешенные частицы РМ-10,ЩБКЗ,0.02
2019,мг/метр куб,взвешенные частицы РМ-10,г.Актобе,0.039
2019,мг/метр куб,взвешенные частицы РМ-10,г_Алматы,0.05
2019,мг/метр куб,взвешенные частицы РМ-10,г.Талдыкорган,0.045
2019,мг/метр куб,взвешенные частицы РМ-10,г.Атырау,0.0236
2019,мг/метр куб,взвешенные частицы РМ-10,г.Усть-Каменогорск,0.05
2019,мг/метр куб,взвешенные частицы РМ-10,г.Риддер,0.04
2019,мг/метр куб,взвешенные частицы РМ-10,г.Семей,0.016
2019,мг/метр куб,взвешенные частицы РМ-10,п.Глубокое,0.001
2019,мг/метр куб,взвешенные частицы РМ-10,г.Зыряновск,2e-05
