Year,UNIT_MEASURE,Value
2010,тыс.гектар,55.0
2011,тыс.гектар,67.9
2012,тыс.гектар,81.0
2013,тыс.гектар,92.8
2014,тыс.гектар,109.8
2015,тыс.гектар,136.5
2016,тыс.гектар,170.3
2017,тыс.гектар,183.4
2018,тыс.гектар,215.5
2019,тыс.гектар,210.5
