Year,UNIT_MEASURE,Регионы,Value
2010,процент,,66.4
2010,процент,Акмолинская,76.95108475303883
2010,процент,Актюбинская,89.41342768990998
2010,процент,Алматинская,41.46364244140317
2010,процент,Атырауская,1.5400674207293077
2010,процент,Западно-Казахстанская,98.97709645040604
2010,процент,Жымбылская,7.560847687346486
2010,процент,Карагандинская,63.5437673847411
2010,процент,Костанайская,56.46831112711559
2010,процент,Кызылординская,67.11240970118486
2010,процент,Мангистауская,66.26993960591622
2010,процент,Павлодарская,75.68281466586552
2010,процент,Северо-Казахстанская,0.6445886438647743
2010,процент,Восточно-Казахстанская,29.00283050303373
2010,процент,г_Нур-Султан,100.0
2010,процент,г_Алматы,95.1658926094158
2011,процент,,67.5
2011,процент,Акмолинская,74.4668321204728
2011,процент,Актюбинская,89.7751941505064
2011,процент,Алматинская,41.00810878483792
2011,процент,Атырауская,1.5724882402605234
2011,процент,Западно-Казахстанская,98.58574763147054
2011,процент,Жымбылская,6.4051762562266426
2011,процент,Карагандинская,64.50944892326962
2011,процент,Костанайская,54.20190074499831
2011,процент,Кызылординская,77.29702166235435
2011,процент,Мангистауская,66.82012518384239
2011,процент,Павлодарская,75.97444471874977
2011,процент,Северо-Казахстанская,7.670794019264786
2011,процент,Восточно-Казахстанская,31.779422237359505
2011,процент,г_Нур-Султан,100.0
2011,процент,г_Алматы,96.89183459881583
2012,процент,,67.0
2012,процент,Акмолинская,71.34448497044397
2012,процент,Актюбинская,84.49811556969784
2012,процент,Алматинская,38.93287304508257
2012,процент,Атырауская,1.470216820627425
2012,процент,Западно-Казахстанская,98.77667976929575
2012,процент,Жымбылская,7.382582628821087
2012,процент,Карагандинская,62.508585790458646
2012,процент,Костанайская,48.85345007296227
2012,процент,Кызылординская,77.43779358222189
2012,процент,Мангистауская,60.297336319621245
2012,процент,Павлодарская,74.75342337565114
2012,процент,Северо-Казахстанская,0.5669366977867168
2012,процент,Восточно-Казахстанская,34.5649697060045
2012,процент,г_Нур-Султан,100.0
2012,процент,г_Алматы,97.6258117648301
2013,процент,,69.6
2013,процент,Акмолинская,72.45238215530743
2013,процент,Актюбинская,87.17119276448531
2013,процент,Алматинская,33.461769845589714
2013,процент,Атырауская,1.7428058130955055
2013,процент,Западно-Казахстанская,98.714244157859
2013,процент,Жымбылская,15.600400744239302
2013,процент,Карагандинская,67.3651489182809
2013,процент,Костанайская,51.224091676030206
2013,процент,Кызылординская,87.38772235376999
2013,процент,Мангистауская,74.7425908591977
2013,процент,Павлодарская,81.39470477456518
2013,процент,Северо-Казахстанская,0.5322399587384006
2013,процент,Восточно-Казахстанская,34.61550479235722
2013,процент,г_Нур-Султан,100.0
2013,процент,г_Алматы,97.4161555526556
2014,процент,,69.8
2014,процент,Акмолинская,77.13508054162315
2014,процент,Актюбинская,87.78474667164075
2014,процент,Алматинская,30.00681973175722
2014,процент,Атырауская,1.9253680027505256
2014,процент,Западно-Казахстанская,90.12783230340482
2014,процент,Жымбылская,17.76162834679026
2014,процент,Карагандинская,68.5565740050066
2014,процент,Костанайская,51.247972507573
2014,процент,Кызылординская,88.73776422187545
2014,процент,Мангистауская,73.46604199849386
2014,процент,Павлодарская,86.88080166062797
2014,процент,Северо-Казахстанская,0.4198546588234242
2014,процент,Восточно-Казахстанская,32.70887378933523
2014,процент,г_Нур-Султан,100.0
2014,процент,г_Алматы,96.61882912162916
2015,процент,,72.6
2015,процент,Акмолинская,79.22275065201417
2015,процент,Актюбинская,87.50524504372834
2015,процент,Алматинская,84.68837209302325
2015,процент,Атырауская,1.798659006896993
2015,процент,Западно-Казахстанская,90.17996985726528
2015,процент,Жымбылская,16.6
2015,процент,Карагандинская,67.51933056575739
2015,процент,Костанайская,51.6
2015,процент,Кызылординская,95.71916563703758
2015,процент,Мангистауская,74.28293307375354
2015,процент,Павлодарская,87.77437991205231
2015,процент,Северо-Казахстанская,0.0749498430166397
2015,процент,Восточно-Казахстанская,32.11281437862848
2015,процент,г_Нур-Султан,100.0
2015,процент,г_Алматы,98.17861139893128
2016,процент,,74.1
2016,процент,Акмолинская,79.09847190508886
2016,процент,Актюбинская,87.25420461033066
2016,процент,Алматинская,83.18447628931823
2016,процент,Атырауская,35.40407379423247
2016,процент,Западно-Казахстанская,90.83566293929712
2016,процент,Жымбылская,17.74166178571624
2016,процент,Карагандинская,69.50807742942466
2016,процент,Костанайская,50.54785709664284
2016,процент,Кызылординская,95.50799222930372
2016,процент,Мангистауская,73.26116020478038
2016,процент,Павлодарская,88.37466930166255
2016,процент,Северо-Казахстанская,0.1196028938165918
2016,процент,Восточно-Казахстанская,32.8168512424312
2016,процент,г_Нур-Султан,100.0
2016,процент,г_Алматы,97.29871609850872
2017,процент,,72.6
2017,процент,Акмолинская,79.53768097256877
