Year,UNIT_MEASURE,Value
2010,млн.тенге,-527264.2
2011,млн.тенге,-568618.5
2012,млн.тенге,-890308.7
2013,млн.тенге,-700927.8
2014,млн.тенге,-1086670.4
2015,млн.тенге,-915704.8
2016,млн.тенге,-737717.6
2017,млн.тенге,-1455319.8
2018,млн.тенге,-833072.3
2019,млн.тенге,-1285306.7
