Year,Value,SERIES,UNIT_MEASURE
2010,2439.3905,_L_KZ_090102_1L,M_T
2010,194.0,_L_KZ_090102_1Q,M_T
2010,267.9,_L_KZ_090102_1G,M_T
2010,1971.8,_L_KZ_090102_1A,M_T
2010,0.289,_L_KZ_090102_1D,M_T
2010,1.1199,_L_KZ_090102_1B,M_T
2010,4.655,_L_KZ_090102_1I,M_T
2010,13186.4941,_L_KZ_090102_1N,PER_1000000_POP
2010,19.6,_L_KZ_090102_1H,PER_1000000_POP
2010,13083.9,_L_KZ_090102_1A,PER_1000000_POP
2010,0.1,_L_KZ_090102_1B,PER_1000000_POP
2010,3.4,_L_KZ_090102_1D,PER_1000000_POP
2010,79.53,_L_KZ_090102_1F,PER_1000000_POP
2010,1971.77081,_L_KZ_090102_1J,M_T
2010,13163.44535,_L_KZ_090102_1N,PER_1000000_POP
2010,28869.7,_L_KZ_090102_1K,T
2010,3379.2,_L_KZ_090102_1M,TH_PEOPLE
2010,193.9595,_L_KZ_090102_1P,M_T
2010,4.655,Перевезено грузов с морским транспортом,M_T
2011,2974.9231,_L_KZ_090102_1L,M_T
2011,214.1,_L_KZ_090102_1Q,M_T
2011,279.7,_L_KZ_090102_1G,M_T
2011,2475.5,_L_KZ_090102_1A,M_T
2011,0.316,_L_KZ_090102_1D,M_T
2011,1.082,_L_KZ_090102_1B,M_T
2011,4.557,_L_KZ_090102_1I,M_T
2011,16647.1626,_L_KZ_090102_1N,PER_1000000_POP
2011,20.5,_L_KZ_090102_1H,PER_1000000_POP
2011,16544.7,_L_KZ_090102_1A,PER_1000000_POP
2011,0.1,_L_KZ_090102_1B,PER_1000000_POP
2011,4.1,_L_KZ_090102_1D,PER_1000000_POP
2011,77.0,_L_KZ_090102_1F,PER_1000000_POP
2011,2475.46041,_L_KZ_090102_1J,M_T
2011,16622.40527,_L_KZ_090102_1N,PER_1000000_POP
2011,31554.9,_L_KZ_090102_1K,T
2011,4131.3,_L_KZ_090102_1M,TH_PEOPLE
2011,214.079,_L_KZ_090102_1P,M_T
2011,4.557,Перевезено грузов с морским транспортом,M_T
2012,3231.8419,_L_KZ_090102_1L,M_T
2012,213.2,_L_KZ_090102_1Q,M_T
2012,294.8,_L_KZ_090102_1G,M_T
2012,2718.4,_L_KZ_090102_1A,M_T
2012,0.22,_L_KZ_090102_1D,M_T
2012,1.2907,_L_KZ_090102_1B,M_T
2012,4.0483,_L_KZ_090102_1I,M_T
2012,18484.6485,_L_KZ_090102_1N,PER_1000000_POP
2012,24.4,_L_KZ_090102_1H,PER_1000000_POP
2012,18380.2,_L_KZ_090102_1A,PER_1000000_POP
2012,0.1,_L_KZ_090102_1B,PER_1000000_POP
2012,4.5,_L_KZ_090102_1D,PER_1000000_POP
2012,69.6,_L_KZ_090102_1F,PER_1000000_POP
2012,2718.43909,_L_KZ_090102_1J,M_T
2012,18455.68435,_L_KZ_090102_1N,PER_1000000_POP
2012,21954.2,_L_KZ_090102_1K,T
2012,4512.0,_L_KZ_090102_1M,TH_PEOPLE
2012,213.2221,_L_KZ_090102_1P,M_T
2012,4.0483,Перевезено грузов с морским транспортом,M_T
2013,3508.0407,_L_KZ_090102_1L,M_T
2013,225.9,_L_KZ_090102_1Q,M_T
2013,293.7,_L_KZ_090102_1G,M_T
2013,2983.35,_L_KZ_090102_1A,M_T
2013,0.239,_L_KZ_090102_1D,M_T
2013,1.1065,_L_KZ_090102_1B,M_T
2013,3.9845,_L_KZ_090102_1I,M_T
2013,20004.2963,_L_KZ_090102_1N,PER_1000000_POP
2013,28.6,_L_KZ_090102_1H,PER_1000000_POP
2013,19905.27,_L_KZ_090102_1A,PER_1000000_POP
2013,0.09,_L_KZ_090102_1B,PER_1000000_POP
2013,5.0,_L_KZ_090102_1D,PER_1000000_POP
2013,65.3,_L_KZ_090102_1F,PER_1000000_POP
2013,2983.35009,_L_KZ_090102_1J,M_T
2013,19970.638,_L_KZ_090102_1N,PER_1000000_POP
2013,23873.5,_L_KZ_090102_1K,T
2013,4985.6,_L_KZ_090102_1M,TH_PEOPLE
2013,225.9157,_L_KZ_090102_1P,M_T
2013,3.9845,Перевезено грузов с морским транспортом,M_T
2014,3749.8406,_L_KZ_090102_1L,M_T
2014,225.019,_L_KZ_090102_1Q,M_T
2014,390.741,_L_KZ_090102_1G,M_T
2014,3129.1,_L_KZ_090102_1A,M_T
2014,0.19082,_L_KZ_090102_1D,M_T
2014,1.3208,_L_KZ_090102_1B,M_T
2014,3.6302,_L_KZ_090102_1I,M_T
2014,21281.1651,_L_KZ_090102_1N,PER_1000000_POP
2014,23.2,_L_KZ_090102_1H,PER_1000000_POP
2014,21189.873,_L_KZ_090102_1A,PER_1000000_POP
2014,0.0672,_L_KZ_090102_1B,PER_1000000_POP
2014,5.434,_L_KZ_090102_1D,PER_1000000_POP
2014,62.5,_L_KZ_090102_1F,PER_1000000_POP
2014,3129.1097,_L_KZ_090102_1J,M_T
2014,21252.4346,_L_KZ_090102_1N,PER_1000000_POP
2014,19082.4,_L_KZ_090102_1K,T
2014,5434.6,_L_KZ_090102_1M,TH_PEOPLE
2014,225.0191,_L_KZ_090102_1P,M_T
2014,3.6302,Перевезено грузов с морским транспортом,M_T
2015,3733.7548,_L_KZ_090102_1L,M_T
2015,214.643,_L_KZ_090102_1Q,M_T
2015,341.37,_L_KZ_090102_1G,M_T
2015,3174.021,_L_KZ_090102_1A,M_T
2015,0.17178,_L_KZ_090102_1D,M_T
2015,1.2189,_L_KZ_090102_1B,M_T
2015,2.4766,_L_KZ_090102_1I,M_T
2015,21839.1375,_L_KZ_090102_1N,PER_1000000_POP
2015,22.497,_L_KZ_090102_1H,PER_1000000_POP
2015,21744.732,_L_KZ_090102_1A,PER_1000000_POP
2015,0.0485,_L_KZ_090102_1B,PER_1000000_POP
2015,5.922,_L_KZ_090102_1D,PER_1000000_POP
2015,65.9,_L_KZ_090102_1F,PER_1000000_POP
2015,3174.0218,_L_KZ_090102_1J,M_T
2015,21810.6683,_L_KZ_090102_1N,PER_1000000_POP
2015,17178.2,_L_KZ_090102_1K,T
2015,5922.8,_L_KZ_090102_1M,TH_PEOPLE
2015,214.643,_L_KZ_090102_1P,M_T
2015,2.4766,Перевезено грузов с морским транспортом,M_T
2016,3729.184,_L_KZ_090102_1L,M_T
2016,205.8276,_L_KZ_090102_1Q,M_T
2016,338.9286,_L_KZ_090102_1G,M_T
2016,3180.6557,_L_KZ_090102_1A,M_T
2016,0.1801589999999999,_L_KZ_090102_1D,M_T
2016,1.1886,_L_KZ_090102_1B,M_T
2016,2.5655,_L_KZ_090102_1I,M_T
2016,22332.7906,_L_KZ_090102_1N,PER_1000000_POP
2016,23.0732,_L_KZ_090102_1H,PER_1000000_POP
2016,22239.3609,_L_KZ_090102_1A,PER_1000000_POP
2016,0.0904,_L_KZ_090102_1B,PER_1000000_POP
2016,6.0217,_L_KZ_090102_1D,PER_1000000_POP
2016,64.2,_L_KZ_090102_1F,PER_1000000_POP
2016,3180.6557000000003,_L_KZ_090102_1J,M_T
2016,22303.6054,_L_KZ_090102_1N,PER_1000000_POP
2016,18015.9,_L_KZ_090102_1K,T
2016,6021.7,_L_KZ_090102_1M,TH_PEOPLE
2016,205.8276,_L_KZ_090102_1P,M_T
2016,2.5655,Перевезено грузов с морским транспортом,M_T
2017,3946.1,_L_KZ_090102_1L,M_T
2017,232.8066,_L_KZ_090102_1Q,M_T
2017,387.2367,_L_KZ_090102_1G,M_T
2017,3322.2673,_L_KZ_090102_1A,M_T
2017,0.225,_L_KZ_090102_1D,M_T
2017,1.6494,_L_KZ_090102_1B,M_T
2017,2.1026,_L_KZ_090102_1I,M_T
2017,22744.7,_L_KZ_090102_1N,PER_1000000_POP
2017,22.91428,_L_KZ_090102_1H,PER_1000000_POP
2017,22643.55407,_L_KZ_090102_1A,PER_1000000_POP
2017,0.05871,_L_KZ_090102_1B,PER_1000000_POP
2017,7.36373,_L_KZ_090102_1D,PER_1000000_POP
2017,70.6,_L_KZ_090102_1F,PER_1000000_POP
2017,3322.3,_L_KZ_090102_1J,M_T
2017,22690.2727,_L_KZ_090102_1N,PER_1000000_POP
2017,22449.9,_L_KZ_090102_1K,T
2017,7363.73,_L_KZ_090102_1M,TH_PEOPLE
2017,232.81463,_L_KZ_090102_1P,M_T
2017,2.10262,Перевезено грузов с морским транспортом,M_T
