Year,Value,SERIES,UNIT_MEASURE
2018,4103.7588,_L_KZ_090102_1L,M_T
2018,281.4156,_L_KZ_090102_1Q,M_T
2018,397.8848,_L_KZ_090102_1G,M_T
2018,0.0441,_L_KZ_090102_1D,M_T
2018,1.2,_L_KZ_090102_1B,M_T
2018,23021.597670000003,_L_KZ_090102_1N,PER_1000000_POP
2018,23.09138,_L_KZ_090102_1H,PER_1000000_POP
2018,22911.47359,_L_KZ_090102_1A,PER_1000000_POP
2018,7.55559,_L_KZ_090102_1D,PER_1000000_POP
2018,69.7,_L_KZ_090102_1F,PER_1000000_POP
2018,22982.2175,_L_KZ_090102_1N,PER_1000000_POP
2018,44140.0,_L_KZ_090102_1K,T
2018,7555.6,_L_KZ_090102_1M,TH_PEOPLE
2018,281.4156,_L_KZ_090102_1P,M_T
2019,4222.7,_L_KZ_090102_1L,M_T
2019,273.031,_L_KZ_090102_1Q,M_T
2019,397.026,_L_KZ_090102_1G,M_T
2019,3550.4713,_L_KZ_090102_1A,M_T
2019,0.0266999999999999,_L_KZ_090102_1D,M_T
2019,1.3193,_L_KZ_090102_1B,M_T
2019,0.8281000000000001,_L_KZ_090102_1I,M_T
2019,23835.78756,_L_KZ_090102_1N,PER_1000000_POP
2019,22.35073,_L_KZ_090102_1H,PER_1000000_POP
2019,23719.169,_L_KZ_090102_1A,PER_1000000_POP
2019,0.03638,_L_KZ_090102_1B,PER_1000000_POP
2019,0.06218,_L_KZ_090102_1I,PER_1000000_POP
2019,8.644860000000001,_L_KZ_090102_1D,PER_1000000_POP
2019,85.5239299999997,_L_KZ_090102_1F,PER_1000000_POP
2019,3550.4713,_L_KZ_090102_1J,M_T
2019,23804.69341,_L_KZ_090102_1N,PER_1000000_POP
2019,267211.0,_L_KZ_090102_1K,T
2019,8644.86,_L_KZ_090102_1M,TH_PEOPLE
2019,273.031,_L_KZ_090102_1P,M_T
2019,0.8281000000000001,Перевезено грузов с морским транспортом,M_T
2019,0.06218,Перевезено пассажиров с морским транспортом,M_T
