Year,Value,UNIT_MEASURE
2010,36.5,PT
2011,51.6,PT
2012,40.2,PT
2013,29.4,PT
2014,36.7,PT
2015,40.1,PT
2016,43.4,PT
2017,41.6,PT
2018,42.9,PT
2019,41.2,PT
