Year,Value,UNIT_MEASURE
2010,125.5,PT_BY_2005
2011,134.7,PT_BY_2005
2012,139.1,PT_BY_2005
2013,145.4,PT_BY_2005
2014,149.3,PT_BY_2005
2015,148.9,PT_BY_2005
2016,148.5,PT_BY_2005
2017,152.5,PT_BY_2005
2018,156.6,PT_BY_2005
2019,161.6,PT_BY_2005
