Year,Value,UNIT_MEASURE
2010,92.0,PT
2011,9.6,PT
2012,9.9,PT
2013,9.4,PT
2014,8.3,PT
2015,6.7,PT
2016,5.2,PT
2017,4.6,PT
2018,5.0,PT
2019,4.9,PT
