Year,Value,UNIT_MEASURE
2010,2.3,PT
2011,2.4,PT
2012,2.3,PT
2013,2.0,PT
2014,1.5,PT
2015,2.0,PT
2016,5.6,PT
2017,6.4,PT
2018,6.1,PT
2019,8.8,PT
