Year,Value,UNIT_MEASURE
2010,17.4,PT
2011,18.1,PT
2012,17.5,PT
2013,18.5,PT
2014,17.8,PT
2015,19.3,PT
2016,19.1,PT
2017,17.1,PT
2018,22.4,PT
2019,23.2,PT
