Year,Value,UNIT_MEASURE
2010,1.2,PT
2011,1.3,PT
2012,1.3,PT
2013,0.9,PT
2014,0.8,PT
2015,1.0,PT
2016,1.2,PT
2017,1.3,PT
2018,1.1,PT
