Year,Value,UNIT_MEASURE
2010,87.4,PT
2011,88.6,PT
2012,92.2,PT
2013,92.4,PT
2014,92.8,PT
2015,93.1,PT
2016,93.3,PT
2017,93.3,PT
2018,94.4,PT
2019,95.5,PT
