Year,Value,UNIT_MEASURE
2010,0.12,PER_1000_UNINFECTED_POP
2011,0.12,PER_1000_UNINFECTED_POP
2012,0.12,PER_1000_UNINFECTED_POP
2013,0.12,PER_1000_UNINFECTED_POP
2014,0.13,PER_1000_UNINFECTED_POP
2015,0.14,PER_1000_UNINFECTED_POP
2016,0.16,PER_1000_UNINFECTED_POP
2017,0.16,PER_1000_UNINFECTED_POP
2018,0.17,PER_1000_UNINFECTED_POP
2019,0.19,PER_1000_UNINFECTED_POP
